iteration,node_count,no_intervention_pts,utility_type,calculation_method,metric,average_value,single_no
50,25,3,utility_2,multiply,spearman,0.1518796992481203,0.15187435290810075
46,25,4,utility_1,multiply,spearman,0.016541353383458645,0.016541353300907266
51,25,4,utility_1,multiply,kendall,0.14248070704379331,0.14247681890885708
52,25,4,utility_3,multiply,spearman,-0.10225563909774435,-0.10225489637108244
15,25,4,utility_1,multiply,spearman,-0.39999999999999997,-0.39935354283669466
34,25,3,utility_1,multiply,kendall,0.18568227162261305,0.18566772559701353
43,25,4,utility_1,add,kendall,0.2736842105263158,0.2735843952206583
23,25,3,utility_2,add,kendall,-0.3473684210526316,-0.3470447549552732
33,25,2,utility_2,add,spearman,0.35488721804511275,0.35452762805313687
25,25,4,utility_3,add,spearman,0.1639097744360902,0.16390195765063495
46,25,2,utility_2,multiply,spearman,0.19849624060150375,0.1984759668908309
6,25,4,utility_1,multiply,spearman,0.24962406015037594,0.24956078418875213
6,25,2,utility_3,multiply,spearman,0.16691729323308271,0.16690873536868273
16,25,2,utility_3,add,kendall,-0.1473684210526316,-0.14736382085161526
27,25,2,utility_1,add,kendall,0.3368421052631579,0.3365639078688606
38,25,4,utility_2,multiply,spearman,0.3789473684210526,0.3784512302651423
9,25,2,utility_1,multiply,spearman,0.2270676691729323,0.22702811748838178
8,25,3,utility_3,multiply,kendall,0.22105263157894736,0.22101801670355006
59,25,4,utility_1,multiply,spearman,-0.2421052631578947,-0.24205089155311824
11,25,4,utility_2,add,spearman,-0.06917293233082707,-0.06917282691726474
34,25,2,utility_1,multiply,spearman,0.23909774436090225,0.23904664195251113
40,25,3,utility_1,multiply,kendall,0.1473684210526316,0.14736382085161526
32,25,2,utility_3,multiply,kendall,-0.18947368421052632,-0.1894575989307692
2,25,4,utility_3,multiply,kendall,-0.18947368421052632,-0.1894575989307692
51,25,2,utility_3,multiply,kendall,0.11081832770072811,0.11081721805174248
1,25,3,utility_3,add,kendall,0.042105263157894736,0.04210525434062847
40,25,3,utility_3,add,kendall,0.0,0.0
5,25,3,utility_1,add,kendall,0.010526315789473684,0.0105263157808583
38,25,2,utility_3,add,kendall,0.3473684210526316,0.3470447549552732
60,25,3,utility_1,add,kendall,0.1213724541484165,0.12137070682964225
3,25,2,utility_2,add,kendall,0.17894736842105263,0.17893526584868608
16,25,4,utility_2,multiply,kendall,-0.2631578947368421,-0.26307569599977987
30,25,3,utility_1,multiply,kendall,0.10526315789473685,0.10526229950600086
8,25,2,utility_2,multiply,kendall,-0.16842105263157894,-0.16841210378594335
9,25,3,utility_2,multiply,spearman,0.23458646616541348,0.234539972577723
20,25,4,utility_1,add,kendall,-0.18947368421052632,-0.1894575989307692
34,25,2,utility_1,add,kendall,0.2796843508637424,0.2795732293215788
53,25,4,utility_3,multiply,spearman,0.2902255639097744,0.2900921361183784
57,25,2,utility_1,add,spearman,0.33082706766917286,0.33057248702539366
46,25,3,utility_1,multiply,spearman,0.2270676691729323,0.22702811748838178
5,25,4,utility_3,add,kendall,-0.021052631578947368,-0.021052631303285604
