iteration,node_count,no_intervention_pts,utility_type,calculation_method,metric,average_value,single_no
17,35,4,utility_3,add,spearman,0.1533834586466165,0.15337784320837183
8,35,3,utility_2,add,kendall,0.09473684210526316,0.0947363348784088
35,35,3,utility_2,add,kendall,0.042105263157894736,0.04210525434062847
43,35,4,utility_2,add,kendall,0.23157894736842105,0.23153533800008738
50,35,2,utility_1,add,kendall,0.22105263157894736,0.22101801670355006
47,35,2,utility_3,add,kendall,0.16842105263157894,0.16841210378594335
2,35,2,utility_3,add,kendall,0.38095771339519663,0.38044854383347887
26,35,3,utility_3,multiply,spearman,-0.06917293233082707,-0.06917282691726474
38,35,4,utility_2,multiply,kendall,0.052631578947368425,0.05263155204815639
29,35,4,utility_2,add,spearman,-0.35488721804511275,-0.35452762805313687
60,35,2,utility_3,add,kendall,0.38522561534062627,0.38468788727806663
3,35,4,utility_2,add,spearman,-0.14736842105263157,-0.14736382085161523
58,35,4,utility_3,add,spearman,-0.06766917293233082,-0.0676690784828159
59,35,3,utility_3,multiply,spearman,-0.33233082706766914,-0.3320704968046435
44,35,2,utility_2,add,spearman,0.5729323308270676,0.5692596323289708
10,35,3,utility_3,multiply,spearman,0.1533834586466165,0.15337784320837183
46,35,4,utility_1,multiply,spearman,-0.03609022556390977,-0.036090221483834936
15,35,4,utility_1,multiply,spearman,0.07669172932330826,0.0766915528011655
32,35,4,utility_1,multiply,spearman,0.30977443609022554,0.30959033540188113
10,35,4,utility_1,multiply,spearman,-0.10375939849624059,-0.10375859961004923
44,35,3,utility_3,add,kendall,-0.08971007480535134,-0.08970968848429886
5,35,3,utility_3,multiply,kendall,0.2947368421052632,0.29459284658637697
13,35,3,utility_1,multiply,kendall,0.25263157894736843,0.2525644326415041
14,35,3,utility_2,add,spearman,-0.11729323308270674,-0.11729175982812895
52,35,4,utility_2,add,kendall,0.1473684210526316,0.14736382085161526
53,35,4,utility_2,multiply,kendall,0.0736842105263158,0.07368406598423834
31,35,4,utility_2,multiply,kendall,0.16842105263157894,0.16841210378594335
45,35,2,utility_1,multiply,spearman,0.33684210526315783,0.33656390786886053
19,35,3,utility_1,multiply,spearman,-0.025563909774436087,-0.025563909046739216
10,35,3,utility_3,multiply,kendall,0.09473684210526316,0.0947363348784088
4,35,2,utility_2,add,kendall,0.28421052631578947,0.2840902221944039
16,35,4,utility_2,multiply,kendall,0.09473684210526316,0.0947363348784088
19,35,3,utility_2,multiply,spearman,0.11127819548872178,0.11127706266276433
31,35,2,utility_2,multiply,kendall,0.08421052631578947,0.08421024466370529
23,35,3,utility_3,add,spearman,-0.10977443609022557,-0.10977337764791938
26,35,2,utility_1,add,spearman,0.22105263157894736,0.22101801670355006
33,35,3,utility_3,multiply,kendall,-0.09473684210526316,-0.0947363348784088
49,35,2,utility_1,multiply,kendall,0.3660593354845801,0.36564063186029616
52,35,2,utility_3,add,kendall,0.1368421052631579,0.13683892627378003
3,35,2,utility_2,multiply,kendall,0.0736842105263158,0.07368406598423834
52,35,3,utility_1,multiply,kendall,-0.04232863482168851,-0.042328625768103104
44,35,4,utility_3,multiply,kendall,-0.10526315789473685,-0.10526229950600086
54,35,3,utility_2,add,spearman,-0.21954887218045113,-0.219515411279098
31,35,3,utility_1,multiply,kendall,-0.010526315789473684,-0.0105263157808583
22,35,3,utility_2,add,kendall,-0.1473684210526316,-0.14736382085161526
5,35,4,utility_2,add,kendall,0.031578947368421054,0.03157894527550118
7,35,4,utility_3,multiply,spearman,-0.26616541353383455,-0.2660784562009413
54,35,4,utility_3,add,spearman,-0.1744360902255639,-0.1744254324707501
55,35,2,utility_1,add,kendall,0.5079365079365079,0.5058741360787663
43,35,2,utility_2,multiply,spearman,0.312781954887218,0.3125888658164195
44,35,2,utility_1,multiply,kendall,0.10526315789473685,0.10526229950600086
31,35,3,utility_2,add,kendall,0.0736842105263158,0.07368406598423834
23,35,2,utility_2,add,spearman,-0.13233082706766916,-0.13232813756356948
59,35,3,utility_2,multiply,spearman,-0.29473684210526313,-0.2945928465863769
53,35,4,utility_1,add,spearman,0.10676691729323308,0.10676599591225584
38,35,3,utility_3,add,kendall,0.2585760979683656,0.25850074892488273
53,35,2,utility_1,add,spearman,0.1518796992481203,0.15187435290810075
38,35,4,utility_1,multiply,spearman,0.2601503759398496,0.26007272661689484
44,35,3,utility_3,multiply,spearman,-0.13383458646616542,-0.13383174101827502
5,35,3,utility_2,add,kendall,-0.10526315789473685,-0.10526229950600086
23,35,3,utility_3,add,kendall,-0.11578947368421053,-0.11578809231631905
56,35,2,utility_2,multiply,spearman,-0.1969924812030075,-0.19697295997470446
43,35,2,utility_1,multiply,spearman,0.4676691729323308,0.46628551909076316
60,35,4,utility_2,multiply,kendall,0.08421052631578947,0.08421024466370529
41,35,4,utility_2,multiply,spearman,0.13233082706766916,0.13232813756356948
15,35,4,utility_2,multiply,kendall,0.1368421052631579,0.13683892627378003
19,35,3,utility_2,multiply,kendall,0.08421052631578947,0.08421024466370529
25,35,4,utility_2,multiply,kendall,-0.08971007480535134,-0.08970968848429886
54,35,4,utility_2,add,kendall,-0.18947368421052632,-0.1894575989307692
57,35,2,utility_3,multiply,kendall,0.25263157894736843,0.2525644326415041
22,35,4,utility_2,add,spearman,-0.2541353383458646,-0.25406618759397787
33,35,4,utility_1,add,kendall,0.12201634436518581,0.12201455029786472
57,35,2,utility_1,add,spearman,-0.28421052631578947,-0.2840902221944039
33,35,3,utility_3,multiply,spearman,-0.15789473684210525,-0.15788824863728226
60,35,4,utility_3,add,spearman,0.03458646616541353,0.03458646286729324
57,35,3,utility_1,add,kendall,0.17894736842105263,0.17893526584868608
24,35,4,utility_3,multiply,kendall,-0.10526315789473685,-0.10526229950600086
24,35,4,utility_2,add,spearman,0.3142857142857143,0.31408800264252873
57,35,3,utility_3,add,spearman,-0.0631578947368421,-0.06315782783021069
19,35,2,utility_2,multiply,spearman,0.18796992481203004,0.18795446483022418
11,35,2,utility_2,add,spearman,0.26616541353383455,0.2660784562009413
41,35,3,utility_3,add,kendall,-0.0736842105263158,-0.07368406598423834
37,35,4,utility_3,multiply,kendall,0.021052631578947368,0.021052631303285604
47,35,4,utility_2,add,kendall,-0.042105263157894736,-0.04210525434062847
53,35,2,utility_2,add,kendall,0.19999999999999998,0.19997895087522655
52,35,2,utility_3,multiply,spearman,0.2270676691729323,0.22702811748838178
31,35,3,utility_3,add,kendall,0.08421052631578947,0.08421024466370529
53,35,3,utility_1,multiply,kendall,-0.042105263157894736,-0.04210525434062847
31,35,2,utility_1,add,spearman,-0.1744360902255639,-0.1744254324707501
31,35,4,utility_1,add,spearman,0.2646616541353383,0.26457710268233425
49,35,4,utility_2,multiply,kendall,0.20580546572992364,0.20578119831819913
56,35,3,utility_1,multiply,spearman,0.08270676691729321,0.0827065095089057
58,35,2,utility_2,multiply,kendall,0.16842105263157894,0.16841210378594335
19,35,4,utility_1,multiply,spearman,0.04962406015037594,0.04962404010502834
25,35,3,utility_2,add,kendall,-0.021052631578947368,-0.021052631303285604
6,35,4,utility_3,add,kendall,-0.2105263157894737,-0.21049915247334955
49,35,4,utility_3,add,kendall,0.14248070704379331,0.14247681890885708
51,35,4,utility_3,add,kendall,-0.052631578947368425,-0.05263155204815639
13,35,2,utility_2,multiply,kendall,0.2105263157894737,0.21049915247334955
2,35,3,utility_3,add,spearman,0.04962406015037594,0.04962404010502834
56,35,2,utility_2,multiply,kendall,-0.15789473684210525,-0.15788824863728226
46,35,3,utility_2,multiply,kendall,-0.031578947368421054,-0.03157894527550118
34,35,3,utility_3,add,kendall,0.28421052631578947,0.2840902221944039
42,35,4,utility_3,add,spearman,-0.03458646616541353,-0.03458646286729324
29,35,3,utility_2,add,spearman,-0.16992481203007515,-0.1699154580843313
31,35,4,utility_2,add,spearman,0.0706766917293233,0.07067657435688342
13,35,4,utility_1,add,spearman,0.1413533834586466,0.14134964632474362
38,35,2,utility_3,multiply,spearman,0.29323308270676685,0.2930926808815664
40,35,3,utility_3,multiply,kendall,-0.1368421052631579,-0.13683892627378003
41,35,2,utility_3,multiply,spearman,0.41503759398496237,0.41426344142286997
52,35,2,utility_1,multiply,spearman,0.42255639097744363,0.4217113843771662
19,35,4,utility_2,add,kendall,0.10526315789473685,0.10526229950600086
26,35,2,utility_3,multiply,kendall,-0.06315789473684211,-0.06315782783021072
2,35,4,utility_1,add,kendall,-0.021052631578947368,-0.021052631303285604
57,35,3,utility_1,add,spearman,0.2526315789473684,0.252564432641504
30,35,2,utility_3,add,kendall,0.06315789473684211,0.06315782783021072
28,35,3,utility_1,add,kendall,0.2480219715206772,0.24796068361656073
25,35,3,utility_1,add,kendall,0.15399499524398053,0.15398926732778515
11,35,3,utility_3,add,spearman,-0.10676691729323308,-0.10676599591225584
20,35,2,utility_2,multiply,kendall,-0.042105263157894736,-0.04210525434062847
24,35,3,utility_1,multiply,spearman,-0.29323308270676685,-0.2930926808815664
6,35,3,utility_2,add,kendall,0.09473684210526316,0.0947363348784088
49,35,2,utility_3,add,spearman,-0.30225563909774433,-0.3020925657365221
39,35,2,utility_3,multiply,spearman,0.32481203007518794,0.324579452202816
10,35,4,utility_3,multiply,kendall,-0.30526315789473685,-0.3050919153539973
11,35,2,utility_1,multiply,spearman,0.13684210526315788,0.13683892627378
38,35,2,utility_2,add,spearman,-0.2827067669172932,-0.28258957789767297
28,35,4,utility_3,multiply,spearman,0.3699248120300751,0.3694839629752029
51,35,3,utility_3,add,kendall,-0.19999999999999998,-0.19997895087522655
12,35,3,utility_2,multiply,spearman,-0.14887218045112782,-0.14886734143023894
55,35,3,utility_2,multiply,spearman,-0.12481203007518797,-0.12481002130351124
17,35,2,utility_1,multiply,kendall,0.22105263157894736,0.22101801670355006
59,35,4,utility_2,add,spearman,0.02706766917293233,0.027067668204527457
22,35,3,utility_3,multiply,spearman,-0.3488721804511278,-0.34854156684744303
37,35,3,utility_3,multiply,spearman,0.045112781954887216,0.045112769506528975
47,35,3,utility_2,multiply,kendall,0.14248070704379331,0.14247681890885708
52,35,2,utility_1,add,kendall,0.5185257765656843,0.5162480558750674
23,35,3,utility_2,add,spearman,-0.06466165413533834,-0.06466157888003143
49,35,4,utility_2,multiply,spearman,0.2902255639097744,0.2900921361183784
27,35,2,utility_2,add,spearman,0.08872180451127819,0.08872143898407647
43,35,4,utility_3,multiply,spearman,-0.2270676691729323,-0.22702811748838178
50,35,3,utility_2,multiply,spearman,-0.08721804511278194,-0.08721770950038027
41,35,3,utility_1,add,spearman,0.07669172932330826,0.0766915528011655
14,35,2,utility_1,multiply,spearman,0.21804511278195485,0.21801277502114386
60,35,3,utility_1,multiply,kendall,-0.05804769546228616,-0.05804765157430373
30,35,3,utility_3,add,kendall,-0.08421052631578947,-0.08421024466370529
39,35,2,utility_2,multiply,spearman,-0.23909774436090225,-0.23904664195251113
33,35,2,utility_2,add,kendall,0.10526315789473685,0.10526229950600086
56,35,4,utility_2,add,kendall,0.10026420125303973,0.10026352799626462
28,35,3,utility_3,add,kendall,0.2947368421052632,0.29459284658637697
28,35,4,utility_3,add,kendall,0.2585760979683656,0.25850074892488273
27,35,4,utility_3,add,kendall,-0.10526315789473685,-0.10526229950600086
30,35,3,utility_1,add,kendall,-0.3263157894736842,-0.3260778576934972
17,35,2,utility_1,add,spearman,0.12180451127819547,0.12180273269957702
33,35,3,utility_1,add,kendall,0.17989417989417988,0.17988175516235133
53,35,2,utility_3,multiply,kendall,0.08421052631578947,0.08421024466370529
36,35,3,utility_1,add,spearman,-0.22105263157894736,-0.22101801670355006
14,35,3,utility_3,add,spearman,-0.013533834586466165,-0.01353383455619797
18,35,4,utility_1,add,kendall,-0.0736842105263158,-0.07368406598423834
40,35,4,utility_1,multiply,kendall,0.18947368421052632,0.1894575989307692
56,35,3,utility_2,add,spearman,-0.29172932330827067,-0.29159244370947285
9,35,4,utility_3,multiply,spearman,-0.4917293233082706,-0.48996557902874543
2,35,4,utility_1,add,spearman,-0.03308270676691729,-0.03308270412599604
9,35,2,utility_1,add,kendall,0.3136280808528075,0.31343240143604806
24,35,3,utility_1,multiply,kendall,-0.18947368421052632,-0.1894575989307692
26,35,3,utility_1,add,kendall,0.21635959217761203,0.21632847742365174
10,35,3,utility_1,add,spearman,-0.06766917293233082,-0.0676690784828159
39,35,3,utility_2,add,kendall,-0.3157894736842105,-0.3155870523043374
49,35,2,utility_3,add,kendall,-0.24210526315789474,-0.2420508915531183
37,35,2,utility_1,add,spearman,-0.1639097744360902,-0.16390195765063495
34,35,4,utility_3,multiply,spearman,0.19999999999999998,0.19997895087522655
29,35,3,utility_1,multiply,kendall,0.06315789473684211,0.06315782783021072
52,35,2,utility_1,add,spearman,0.6902255639097743,0.6813905138992802
10,35,3,utility_2,add,spearman,0.669172932330827,0.6615264948143617
15,35,2,utility_3,add,spearman,0.6781954887218045,0.6700554577629587
18,35,2,utility_2,multiply,kendall,0.0,0.0
54,35,4,utility_1,multiply,kendall,-0.14975189244419534,-0.1497469091897083
3,35,3,utility_2,add,kendall,-0.1473684210526316,-0.14736382085161526
11,35,4,utility_2,add,kendall,0.12631578947368421,0.12631365701011676
16,35,2,utility_3,add,kendall,-0.10526315789473685,-0.10526229950600086
38,35,3,utility_2,add,kendall,-0.021052631578947368,-0.021052631303285604
47,35,2,utility_1,multiply,spearman,-0.21052631578947367,-0.21049915247334955
11,35,2,utility_1,add,spearman,0.048120300751879695,0.04812028356428607
44,35,3,utility_1,add,spearman,0.6240601503759398,0.6185513152706779
10,35,2,utility_2,multiply,kendall,0.07915594835766293,0.07915574162046678
21,35,4,utility_2,multiply,spearman,0.05714285714285714,0.05714281656906838
25,35,2,utility_3,add,kendall,-0.010526315789473684,-0.0105263157808583
22,35,2,utility_2,add,spearman,0.06616541353383458,0.06616532911687249
60,35,4,utility_1,add,kendall,0.19525133928223526,0.1952326613424539
32,35,3,utility_1,multiply,spearman,0.32481203007518794,0.324579452202816
8,35,4,utility_3,add,spearman,0.35639097744360904,0.35602383954385225
37,35,4,utility_3,add,spearman,-0.20751879699248119,-0.20749350853408807
12,35,2,utility_3,multiply,kendall,-0.10526315789473685,-0.10526229950600086
45,35,3,utility_1,multiply,kendall,-0.09473684210526316,-0.0947363348784088
10,35,3,utility_3,add,kendall,-0.10526315789473685,-0.10526229950600086
7,35,4,utility_1,multiply,spearman,-0.10827067669172932,-0.10826968867793796
11,35,4,utility_3,multiply,spearman,-0.5669172932330826,-0.5634248351117875
1,35,3,utility_2,add,spearman,-0.17293233082706763,-0.17292212281278926
6,35,2,utility_3,add,spearman,-0.31127819548872177,-0.3110896430111351
6,35,2,utility_3,multiply,kendall,-0.23157894736842105,-0.23153533800008738
25,35,4,utility_2,add,spearman,0.003007518796992481,0.003007518796976077
26,35,2,utility_3,add,spearman,-0.1894736842105263,-0.18945759893076913
1,35,4,utility_2,add,kendall,-0.2631578947368421,-0.26307569599977987
48,35,4,utility_2,multiply,spearman,0.5037593984962406,0.5017774857216212
52,35,3,utility_2,add,kendall,0.06315789473684211,0.06315782783021072
10,35,3,utility_1,add,kendall,-0.06860182190997455,-0.06860172077410476
29,35,2,utility_2,add,spearman,-0.14586466165413534,-0.1458602907695136
12,35,4,utility_1,add,kendall,0.021052631578947368,0.021052631303285604
40,35,2,utility_3,add,spearman,0.11578947368421053,0.11578809231631905
21,35,2,utility_1,multiply,kendall,-0.2105263157894737,-0.21049915247334955
44,35,4,utility_2,multiply,spearman,-0.08721804511278194,-0.08721770950038027
36,35,2,utility_2,multiply,kendall,0.021052631578947368,0.021052631303285604
45,35,4,utility_2,add,kendall,-0.09473684210526316,-0.0947363348784088
3,35,3,utility_3,multiply,kendall,-0.15789473684210525,-0.15788824863728226
14,35,4,utility_3,multiply,kendall,-0.1473684210526316,-0.14736382085161526
50,35,2,utility_2,multiply,kendall,0.042105263157894736,0.04210525434062847
52,35,4,utility_2,multiply,kendall,-0.11578947368421053,-0.11578809231631905
60,35,4,utility_2,add,spearman,0.12330827067669171,0.12330637979813326
20,35,2,utility_3,add,kendall,-0.12631578947368421,-0.12631365701011676
52,35,2,utility_2,add,kendall,0.042105263157894736,0.04210525434062847
56,35,2,utility_2,add,kendall,0.021052631578947368,0.021052631303285604
15,35,2,utility_3,add,kendall,0.4842105263157895,0.4825733347109152
25,35,3,utility_3,add,kendall,0.17894736842105263,0.17893526584868608
13,35,2,utility_2,add,spearman,0.35037593984962395,0.3500382615369783
16,35,3,utility_1,multiply,spearman,0.5789473684210527,0.5750873647120103
38,35,3,utility_2,add,spearman,-0.06616541353383458,-0.06616532911687249
44,35,3,utility_2,add,kendall,0.1473684210526316,0.14736382085161526
13,35,4,utility_2,multiply,spearman,0.0,0.0
24,35,2,utility_2,multiply,spearman,0.3789473684210526,0.3784512302651423
51,35,4,utility_3,multiply,spearman,-0.45563909774436084,-0.4544197395231596
36,35,4,utility_2,add,spearman,0.03609022556390977,0.036090221483834936
8,35,4,utility_1,add,spearman,0.23308270676691725,0.23303767365457995
42,35,3,utility_3,multiply,spearman,0.1413533834586466,0.14134964632474362
8,35,3,utility_2,multiply,kendall,-0.2902384773114308,-0.29010502017476236
31,35,3,utility_1,add,spearman,-0.007518796992481202,-0.0075187969908792765
29,35,4,utility_1,multiply,spearman,-0.0631578947368421,-0.06315782783021069
13,35,3,utility_1,add,spearman,0.3293233082706767,0.32907437638512654
42,35,2,utility_1,multiply,kendall,0.7052631578947369,0.6954976962752234
33,35,4,utility_2,add,kendall,0.0736842105263158,0.07368406598423834
40,35,3,utility_1,add,spearman,0.19849624060150375,0.1984759668908309
19,35,2,utility_2,add,kendall,-0.11578947368421053,-0.11578809231631905
45,35,4,utility_1,multiply,spearman,-0.21052631578947367,-0.21049915247334955
59,35,3,utility_1,multiply,spearman,-0.003007518796992481,-0.003007518796976077
46,35,3,utility_2,add,kendall,-0.005277063223844196,-0.005277063223571383
6,35,3,utility_3,add,kendall,-0.15789473684210525,-0.15788824863728226
51,35,3,utility_3,multiply,kendall,0.04749356901459776,0.04749355291718325
58,35,3,utility_1,multiply,kendall,-0.15789473684210525,-0.15788824863728226
54,35,4,utility_1,add,kendall,-0.18385094394819754,-0.18383709807309379
39,35,4,utility_1,add,kendall,-0.026385316119220983,-0.026385315266868055
34,35,3,utility_1,multiply,spearman,0.44060150375939844,0.4395656336975892
33,35,3,utility_2,multiply,kendall,0.2631578947368421,0.26307569599977987
31,35,4,utility_3,add,spearman,-0.3759398496240601,-0.37546271492155336
29,35,3,utility_1,add,kendall,0.042328042328042326,0.04232803327509038
13,35,3,utility_3,add,kendall,0.2585760979683656,0.25850074892488273
34,35,2,utility_2,add,kendall,-0.28421052631578947,-0.2840902221944039
53,35,3,utility_1,add,spearman,0.19248120300751878,0.19246380667598942
44,35,4,utility_3,add,kendall,-0.08421052631578947,-0.08421024466370529
47,35,3,utility_1,add,spearman,-0.34586466165413526,-0.3455478272786634
5,35,3,utility_1,add,kendall,0.021164317410844256,0.02116431712779291
54,35,2,utility_2,add,kendall,-0.11578947368421053,-0.11578809231631905
12,35,3,utility_3,multiply,spearman,0.19097744360902258,0.19096071303651135
43,35,2,utility_3,multiply,kendall,0.0736842105263158,0.07368406598423834
19,35,4,utility_3,multiply,kendall,-0.48021275336982183,-0.4786399064587663
40,35,3,utility_1,multiply,spearman,0.32631578947368417,0.32607785769349706
44,35,3,utility_2,add,spearman,0.18345864661654135,0.18344494716810414
47,35,2,utility_1,add,spearman,0.1639097744360902,0.16390195765063495
16,35,4,utility_3,add,spearman,0.10225563909774435,0.10225489637108244
56,35,2,utility_3,multiply,kendall,-0.49473684210526314,-0.4929203991216898
7,35,2,utility_2,multiply,spearman,0.03609022556390977,0.036090221483834936
16,35,3,utility_2,add,kendall,0.17894736842105263,0.17893526584868608
24,35,3,utility_3,multiply,spearman,0.5022556390977443,0.50030208692135
33,35,4,utility_2,add,spearman,0.13383458646616542,0.13383174101827502
16,35,3,utility_1,add,spearman,0.1533834586466165,0.15337784320837183
40,35,3,utility_1,add,kendall,0.10526315789473685,0.10526229950600086
22,35,3,utility_2,multiply,spearman,-0.837593984962406,-0.8161855803256701
11,35,2,utility_3,multiply,spearman,0.03458646616541353,0.03458646286729324
51,35,2,utility_1,multiply,kendall,0.23746784507298882,0.23741844787627756
9,35,4,utility_1,multiply,spearman,0.03609022556390977,0.036090221483834936
37,35,4,utility_2,add,spearman,0.27669172932330827,0.2765863671820262
23,35,2,utility_3,multiply,kendall,0.1473684210526316,0.14736382085161526
5,35,2,utility_1,multiply,spearman,0.1413533834586466,0.14134964632474362
9,35,2,utility_3,multiply,kendall,0.08971007480535134,0.08970968848429886
52,35,3,utility_1,add,kendall,0.021164317410844256,0.02116431712779291
54,35,4,utility_1,add,spearman,-0.23909774436090225,-0.23904664195251113
48,35,2,utility_1,add,spearman,-0.025563909774436087,-0.025563909046739216
34,35,4,utility_1,add,spearman,0.3533834586466165,0.35303129358381335
17,35,3,utility_2,multiply,spearman,0.6045112781954887,0.5997721027856776
38,35,2,utility_3,add,kendall,0.3263157894736842,0.3260778576934972
2,35,2,utility_1,add,spearman,-0.33383458646616543,-0.33356840441721386
18,35,2,utility_3,add,spearman,-0.3699248120300751,-0.3694839629752029
29,35,3,utility_1,add,spearman,0.019548872180451125,0.019548871990140975
35,35,2,utility_3,multiply,kendall,0.15303483349148167,0.15302928138135843
26,35,4,utility_1,multiply,spearman,-0.09022556390977443,-0.09022516637342368
21,35,4,utility_3,add,spearman,0.11127819548872178,0.11127706266276433
47,35,3,utility_3,add,spearman,-0.20300751879699244,-0.20298484798123392
47,35,2,utility_2,multiply,kendall,-0.010526315789473684,-0.0105263157808583
15,35,2,utility_3,multiply,kendall,0.3263157894736842,0.3260778576934972
13,35,4,utility_2,add,spearman,0.07218045112781954,0.07218032073553833
4,35,2,utility_3,add,kendall,-0.08971007480535134,-0.08970968848429886
22,35,2,utility_3,multiply,spearman,-0.4120300751879699,-0.4112829215961634
4,35,2,utility_2,multiply,spearman,-0.1969924812030075,-0.19697295997470446
48,35,4,utility_1,add,spearman,0.2721804511278195,0.27208332090212006
8,35,2,utility_2,add,spearman,0.6195488721804511,0.614225545958046
24,35,4,utility_1,multiply,spearman,0.23157894736842105,0.23153533800008738
35,35,3,utility_2,add,spearman,0.09172932330827067,0.09172889156054181
41,35,4,utility_3,multiply,spearman,-0.08872180451127819,-0.08872143898407647
15,35,4,utility_2,add,kendall,-0.021052631578947368,-0.021052631303285604
11,35,2,utility_3,add,spearman,0.14436090225563908,0.14435675146900465
57,35,2,utility_1,multiply,spearman,0.1969924812030075,0.19697295997470446
48,35,4,utility_1,multiply,kendall,0.10526315789473685,0.10526229950600086
38,35,4,utility_2,multiply,spearman,0.04210526315789473,0.042105254340628465
36,35,4,utility_3,multiply,kendall,0.2631578947368421,0.26307569599977987
46,35,4,utility_1,multiply,kendall,-0.03174647611626638,-0.03174647396724644
55,35,4,utility_1,multiply,spearman,-0.37744360902255636,-0.37695704565228083
8,35,2,utility_1,add,spearman,0.29624060150375936,0.2960929397660021
2,35,3,utility_2,multiply,spearman,-0.10375939849624059,-0.10375859961004923
43,35,4,utility_2,add,spearman,0.3142857142857143,0.31408800264252873
41,35,2,utility_1,add,spearman,0.35488721804511275,0.35452762805313687
27,35,2,utility_3,multiply,spearman,0.21804511278195485,0.21801277502114386
11,35,2,utility_3,multiply,kendall,0.031578947368421054,0.03157894527550118
52,35,4,utility_2,add,spearman,0.23909774436090225,0.23904664195251113
23,35,3,utility_1,multiply,spearman,0.47067669172932325,0.4692493874026766
39,35,2,utility_3,add,kendall,0.45263157894736844,0.4514508060461987
26,35,3,utility_3,multiply,kendall,-0.052631578947368425,-0.05263155204815639
30,35,4,utility_2,add,spearman,0.11278195488721804,0.11278074355867268
9,35,4,utility_1,add,kendall,0.037135409154621775,0.037135404448641204
49,35,2,utility_2,multiply,kendall,-0.43157894736842106,-0.43064231193871233
51,35,2,utility_1,add,kendall,0.05291005291005291,0.05291002529192199
12,35,3,utility_3,add,spearman,-0.5774436090225563,-0.5736311039667039
23,35,3,utility_2,multiply,spearman,0.2045112781954887,0.20448776005045322
15,35,4,utility_1,multiply,kendall,0.0736842105263158,0.07368406598423834
41,35,3,utility_2,multiply,spearman,0.5338345864661653,0.5312151977707128
35,35,3,utility_3,multiply,spearman,-0.35939849624060144,-0.3590158876997154
