iteration,node_count,no_intervention_pts,utility_type,calculation_method,metric,average_value,single_no
23,20,2,utility_3,add,spearman,-0.10676691729323308,-0.10676599591225584
13,20,3,utility_1,add,spearman,-0.015037593984962403,-0.015037593933703679
35,20,4,utility_3,multiply,spearman,0.06766917293233082,0.0676690784828159
6,20,4,utility_2,add,spearman,0.07969924812030074,0.0796990341963339
1,20,4,utility_1,add,kendall,0.07915594835766294,0.07915574162046679
47,20,2,utility_3,multiply,kendall,0.11578947368421053,0.11578809231631905
32,20,2,utility_1,multiply,spearman,0.3488721804511278,0.34854156684744303
60,20,2,utility_1,add,kendall,-0.3368421052631579,-0.3365639078688606
9,20,4,utility_3,add,kendall,-0.16931453928675405,-0.16930535146956519
55,20,2,utility_1,multiply,kendall,0.10026420125303973,0.10026352799626462
19,20,2,utility_1,add,spearman,0.6075187969924812,0.6026669129514923
3,20,3,utility_1,add,spearman,-0.15939849624060148,-0.15939169422226943
59,20,3,utility_2,add,kendall,-0.010526315789473684,-0.0105263157808583
13,20,2,utility_1,multiply,spearman,0.5203007518796992,0.5179852923303644
21,20,4,utility_3,add,kendall,-0.052631578947368425,-0.05263155204815639
55,20,4,utility_1,add,spearman,-0.16541353383458643,-0.16540535320241864
25,20,4,utility_2,multiply,kendall,0.24210526315789474,0.2420508915531183
26,20,4,utility_3,add,kendall,0.0736842105263158,0.07368406598423834
26,20,2,utility_1,add,kendall,0.3852256153406263,0.3846878872780667
37,20,4,utility_1,add,spearman,0.12481203007518797,0.12481002130351124
18,20,4,utility_2,multiply,spearman,0.3789473684210526,0.3784512302651423
30,20,2,utility_3,multiply,kendall,0.4210526315789474,0.4202221870011512
40,20,4,utility_3,multiply,kendall,0.25263157894736843,0.2525644326415041
19,20,4,utility_3,add,kendall,0.015831189671532585,0.015831189605243778
5,20,4,utility_3,multiply,kendall,-0.24210526315789474,-0.2420508915531183
32,20,4,utility_3,add,kendall,-0.19999999999999998,-0.19997895087522655
15,20,3,utility_3,add,spearman,0.24661654135338343,0.24655695629089655
13,20,4,utility_2,multiply,spearman,-0.06165413533834586,-0.06165407602270888
40,20,2,utility_3,multiply,kendall,-0.11578947368421053,-0.11578809231631905
60,20,2,utility_3,multiply,spearman,-0.20751879699248119,-0.20749350853408807
14,20,2,utility_1,add,kendall,0.28421052631578947,0.2840902221944039
51,20,3,utility_3,multiply,kendall,0.3263157894736842,0.3260778576934972
6,20,3,utility_2,multiply,kendall,0.28421052631578947,0.2840902221944039
17,20,2,utility_3,add,kendall,0.031578947368421054,0.03157894527550118
51,20,2,utility_1,add,kendall,0.08421052631578947,0.08421024466370529
35,20,3,utility_3,add,spearman,-0.2300751879699248,-0.23003296630237585
1,20,2,utility_3,add,kendall,0.3157894736842105,0.3155870523043374
33,20,3,utility_3,add,kendall,0.16842105263157894,0.16841210378594335
53,20,2,utility_3,multiply,spearman,0.08721804511278194,0.08721770950038027
13,20,3,utility_2,multiply,spearman,0.024060150375939848,0.024060149838516388
6,20,2,utility_3,multiply,spearman,0.18496240601503755,0.1849481384950974
19,20,3,utility_3,add,spearman,0.35187969924812035,0.35153483759537624
29,20,2,utility_3,multiply,spearman,-0.15789473684210525,-0.15788824863728226
45,20,2,utility_1,add,kendall,0.17414308638685846,0.17413251747906158
59,20,2,utility_1,add,spearman,0.0706766917293233,0.07067657435688342
54,20,4,utility_3,multiply,spearman,0.3984962406015037,0.3978615793707508
13,20,3,utility_1,add,kendall,0.010638899909514294,0.010638899900428229
5,20,3,utility_2,multiply,kendall,-0.1473684210526316,-0.14736382085161526
57,20,3,utility_1,multiply,kendall,0.28421052631578947,0.2840902221944039
21,20,2,utility_2,multiply,spearman,0.1789473684210526,0.17893526584868608
31,20,4,utility_3,add,spearman,-0.3218045112781954,-0.32158235525771184
5,20,3,utility_3,multiply,spearman,0.3654135338345864,0.3649984429002506
34,20,3,utility_2,multiply,kendall,0.021052631578947368,0.021052631303285604
31,20,2,utility_1,multiply,spearman,0.4285714285714286,0.42766615993452944
25,20,3,utility_2,add,kendall,0.25263157894736843,0.2525644326415041
49,20,4,utility_1,add,spearman,-0.10977443609022557,-0.10977337764791938
16,20,4,utility_1,add,kendall,-0.10526315789473685,-0.10526229950600086
24,20,4,utility_2,multiply,kendall,-0.0736842105263158,-0.07368406598423834
45,20,3,utility_1,add,kendall,-0.15303483349148167,-0.15302928138135843
59,20,4,utility_3,add,kendall,-0.12631578947368421,-0.12631365701011676
17,20,3,utility_1,multiply,spearman,-0.33082706766917286,-0.33057248702539366
25,20,4,utility_3,add,kendall,0.10026420125303973,0.10026352799626462
18,20,4,utility_1,multiply,spearman,-0.17593984962406017,-0.17592872646552205
37,20,3,utility_3,add,kendall,0.17414308638685846,0.17413251747906158
29,20,2,utility_3,add,kendall,0.06860182190997455,0.06860172077410476
24,20,3,utility_2,add,kendall,-0.052631578947368425,-0.05263155204815639
1,20,3,utility_2,multiply,kendall,0.10526315789473685,0.10526229950600086
42,20,2,utility_3,add,spearman,0.23909774436090225,0.23904664195251113
42,20,4,utility_2,multiply,spearman,0.016541353383458645,0.016541353300907266
10,20,4,utility_3,multiply,spearman,-0.04060150375939849,-0.040601496407819404
24,20,3,utility_2,multiply,spearman,-0.09624060150375939,-0.09624005277506183
7,20,4,utility_3,add,spearman,-0.27518796992481204,-0.27508541095894273
36,20,4,utility_3,add,kendall,-0.11578947368421053,-0.11578809231631905
42,20,4,utility_1,multiply,spearman,0.6556390977443608,0.6486902498860716
18,20,4,utility_1,add,spearman,-0.02857142857142857,-0.02857142730246157
22,20,2,utility_2,add,spearman,0.21052631578947367,0.21049915247334955
12,20,2,utility_3,multiply,spearman,0.41353383458646614,0.41277327552524495
13,20,2,utility_2,add,kendall,0.031578947368421054,0.03157894527550118
31,20,3,utility_3,multiply,spearman,0.2150375939849624,0.21500741245637967
55,20,4,utility_1,multiply,kendall,-0.026385316119220983,-0.026385315266868055
6,20,3,utility_1,multiply,kendall,-0.09473684210526316,-0.0947363348784088
29,20,2,utility_1,add,kendall,-0.031578947368421054,-0.03157894527550118
24,20,3,utility_1,add,kendall,-0.2736842105263158,-0.2735843952206583
45,20,4,utility_3,add,kendall,-0.2631578947368421,-0.26307569599977987
38,20,4,utility_1,add,kendall,0.005362874756536804,0.005362874756241075
33,20,3,utility_3,multiply,spearman,-0.12781954887218044,-0.1278172867074352
18,20,4,utility_3,multiply,kendall,0.25263157894736843,0.2525644326415041
37,20,2,utility_2,add,spearman,0.3654135338345864,0.3649984429002506
9,20,4,utility_1,add,spearman,-0.3413533834586466,-0.34105636356976704
10,20,2,utility_3,multiply,spearman,0.007518796992481202,0.0075187969908792765
15,20,2,utility_3,add,spearman,0.3037593984962406,0.30359228008325867
5,20,3,utility_3,multiply,kendall,0.2631578947368421,0.26307569599977987
8,20,3,utility_3,multiply,kendall,0.14248070704379331,0.14247681890885708
17,20,3,utility_1,add,spearman,-0.2721804511278195,-0.27208332090212006
3,20,4,utility_1,multiply,kendall,0.036939442566909376,0.03693943798377224
48,20,2,utility_3,add,spearman,-0.33082706766917286,-0.33057248702539366
55,20,4,utility_3,multiply,spearman,-0.2857142857142857,-0.28559080117016283
17,20,3,utility_1,multiply,kendall,-0.16358895993917008,-0.16358121907912862
9,20,2,utility_3,multiply,spearman,0.007518796992481202,0.0075187969908792765
36,20,4,utility_3,multiply,spearman,-0.03308270676691729,-0.03308270412599604
47,20,2,utility_2,add,spearman,0.4060150375939849,0.4053196627416852
28,20,2,utility_1,add,kendall,0.021052631578947368,0.021052631303285604
45,20,3,utility_3,multiply,kendall,-0.11578947368421053,-0.11578809231631905
37,20,2,utility_1,add,spearman,0.3954887218045112,0.394877144696034
24,20,3,utility_2,multiply,kendall,-0.10526315789473685,-0.10526229950600086
59,20,4,utility_2,multiply,kendall,-0.0736842105263158,-0.07368406598423834
53,20,3,utility_3,multiply,spearman,-0.06917293233082707,-0.06917282691726474
52,20,3,utility_3,add,spearman,0.10676691729323308,0.10676599591225584
8,20,3,utility_2,multiply,kendall,0.08421052631578947,0.08421024466370529
3,20,2,utility_1,multiply,kendall,0.29023847731143076,0.29010502017476225
14,20,2,utility_1,multiply,kendall,0.19999999999999998,0.19997895087522655
20,20,4,utility_3,multiply,kendall,0.052631578947368425,0.05263155204815639
19,20,2,utility_2,add,spearman,0.022556390977443608,0.02255639058823436
49,20,3,utility_2,add,spearman,-0.0631578947368421,-0.06315782783021069
28,20,2,utility_3,add,spearman,-0.27669172932330827,-0.2765863671820262
37,20,3,utility_2,multiply,spearman,0.08872180451127819,0.08872143898407647
30,20,2,utility_3,add,kendall,0.06315789473684211,0.06315782783021072
2,20,2,utility_2,multiply,kendall,0.021052631578947368,0.021052631303285604
35,20,2,utility_2,add,kendall,0.021052631578947368,0.021052631303285604
46,20,4,utility_1,multiply,kendall,0.2736842105263158,0.2735843952206583
26,20,3,utility_1,add,spearman,0.05413533834586466,0.05413530737961733
33,20,4,utility_1,add,kendall,0.31300725787811917,0.31281348172829715
59,20,4,utility_2,add,kendall,0.11081832770072811,0.11081721805174248
58,20,2,utility_2,multiply,spearman,-0.3924812030075188,-0.3918920447260802
54,20,2,utility_1,multiply,kendall,-0.021052631578947368,-0.021052631303285604
58,20,2,utility_2,add,kendall,-0.3368421052631579,-0.3365639078688606
24,20,4,utility_3,multiply,spearman,0.2857142857142857,0.28559080117016283
50,20,3,utility_2,multiply,spearman,0.10075187969924812,0.10075118993164409
32,20,3,utility_2,multiply,kendall,0.17894736842105263,0.17893526584868608
53,20,4,utility_3,multiply,spearman,-0.3578947368421052,-0.3575199265861138
21,20,4,utility_2,add,spearman,-0.14436090225563908,-0.14435675146900465
19,20,2,utility_3,multiply,kendall,0.2631578947368421,0.26307569599977987
16,20,4,utility_3,multiply,kendall,-0.18947368421052632,-0.1894575989307692
35,20,3,utility_1,add,kendall,0.06860182190997455,0.06860172077410476
10,20,2,utility_3,multiply,kendall,-0.015831189671532585,-0.015831189605243778
37,20,3,utility_2,add,kendall,0.18947368421052632,0.1894575989307692
20,20,3,utility_3,add,spearman,0.018045112781954885,0.01804511265441101
34,20,3,utility_3,add,spearman,-0.04360902255639097,-0.04360901204851062
6,20,3,utility_3,multiply,spearman,-0.10375939849624059,-0.10375859961004923
55,20,3,utility_2,add,spearman,0.18646616541353384,0.1864513111992337
34,20,2,utility_3,multiply,spearman,0.2556390977443609,0.2555678952892157
4,20,2,utility_3,add,spearman,-0.4285714285714286,-0.42766615993452944
13,20,4,utility_2,add,kendall,0.28421052631578947,0.2840902221944039
4,20,2,utility_3,multiply,spearman,-0.42255639097744363,-0.4217113843771662
13,20,2,utility_1,add,spearman,0.6060150375939849,0.601219760930409
42,20,3,utility_3,add,kendall,0.10026420125303973,0.10026352799626462
34,20,4,utility_1,multiply,spearman,0.012030075187969924,0.01203007517117301
43,20,4,utility_3,add,kendall,0.09473684210526316,0.0947363348784088
44,20,2,utility_2,add,kendall,0.45263157894736844,0.4514508060461987
40,20,2,utility_2,add,spearman,-0.13533834586466165,-0.13533533733540531
21,20,4,utility_3,multiply,spearman,-0.1609022556390977,-0.1608951278128157
13,20,2,utility_2,multiply,kendall,0.26455396763555317,0.26446958642098545
31,20,4,utility_1,multiply,kendall,0.23157894736842105,0.23153533800008738
41,20,2,utility_3,multiply,spearman,0.22406015037593985,0.22402313255244
14,20,2,utility_3,add,kendall,-0.1473684210526316,-0.14736382085161526
19,20,2,utility_2,add,kendall,0.021052631578947368,0.021052631303285604
60,20,2,utility_1,multiply,kendall,-0.21635959217761205,-0.2163284774236518
2,20,3,utility_2,multiply,spearman,-0.38646616541353385,-0.38591990428357076
1,20,4,utility_2,add,kendall,-0.021052631578947368,-0.021052631303285604
46,20,3,utility_1,multiply,spearman,0.5037593984962406,0.5017774857216212
14,20,3,utility_1,multiply,kendall,0.23157894736842105,0.23153533800008738
55,20,3,utility_1,multiply,spearman,0.09473684210526315,0.09473633487840878
57,20,3,utility_3,multiply,spearman,0.6406015037593984,0.6343700486743806
7,20,2,utility_3,multiply,kendall,-0.1213724541484165,-0.12137070682964225
50,20,3,utility_1,add,spearman,0.021052631578947364,0.0210526313032856
50,20,3,utility_3,multiply,spearman,-0.22406015037593985,-0.22402313255244
3,20,2,utility_1,add,kendall,0.4550328243331515,0.4538213225158191
34,20,2,utility_1,add,spearman,-0.09473684210526315,-0.09473633487840878
6,20,3,utility_1,add,spearman,-0.13684210526315788,-0.13683892627378
7,20,2,utility_2,add,kendall,0.24210526315789474,0.2420508915531183
21,20,3,utility_2,add,kendall,0.24338965022470896,0.24333383280696386
15,20,2,utility_1,multiply,kendall,0.43799624757906824,0.43698983785142276
16,20,4,utility_1,multiply,kendall,0.14248070704379331,0.14247681890885708
48,20,2,utility_1,add,spearman,0.22406015037593985,0.22402313255244
38,20,2,utility_3,add,kendall,0.3263157894736842,0.3260778576934972
43,20,3,utility_3,multiply,kendall,-0.11578947368421053,-0.11578809231631905
22,20,2,utility_1,add,spearman,0.4496240601503759,0.44848091177114696
29,20,2,utility_2,multiply,kendall,-0.042105263157894736,-0.04210525434062847
41,20,2,utility_3,multiply,kendall,0.12631578947368421,0.12631365701011676
24,20,3,utility_3,add,kendall,0.04749356901459776,0.04749355291718325
60,20,4,utility_3,multiply,spearman,-0.3218045112781954,-0.32158235525771184
44,20,4,utility_2,add,kendall,0.16842105263157894,0.16841210378594335
16,20,2,utility_1,multiply,spearman,-0.16541353383458643,-0.16540535320241864
43,20,4,utility_3,add,spearman,0.12180451127819547,0.12180273269957702
25,20,4,utility_3,multiply,spearman,-0.16992481203007515,-0.1699154580843313
35,20,2,utility_3,multiply,spearman,-0.1639097744360902,-0.16390195765063495
10,20,4,utility_1,multiply,kendall,0.04749356901459776,0.04749355291718325
39,20,4,utility_2,multiply,kendall,0.031578947368421054,0.03157894527550118
52,20,4,utility_1,add,kendall,-0.1368421052631579,-0.13683892627378003
3,20,3,utility_2,multiply,kendall,0.2105263157894737,0.21049915247334955
58,20,2,utility_3,add,spearman,-0.38195488721804516,-0.3814391546226036
59,20,3,utility_1,multiply,spearman,0.05864661654135337,0.058646570343118334
32,20,4,utility_3,multiply,kendall,0.0,0.0
23,20,3,utility_1,add,spearman,0.39999999999999997,0.39935354283669466
14,20,3,utility_1,multiply,spearman,0.28421052631578947,0.2840902221944039
40,20,2,utility_2,multiply,spearman,-0.28721804511278193,-0.28709131382437353
19,20,2,utility_2,multiply,kendall,-0.052631578947368425,-0.05263155204815639
37,20,3,utility_1,multiply,kendall,-0.11578947368421053,-0.11578809231631905
49,20,3,utility_1,add,spearman,0.33383458646616543,0.33356840441721386
15,20,4,utility_3,multiply,spearman,0.3157894736842105,0.3155870523043374
24,20,2,utility_1,add,spearman,-0.016541353383458645,-0.016541353300907266
58,20,3,utility_3,multiply,spearman,-0.39097744360902253,-0.3903992496018281
54,20,3,utility_3,multiply,kendall,-0.23157894736842105,-0.23153533800008738
24,20,3,utility_3,multiply,spearman,-0.010526315789473682,-0.010526315780858298
42,20,3,utility_2,multiply,spearman,0.030075187969924807,0.030075186330016622
22,20,2,utility_3,add,kendall,0.17894736842105263,0.17893526584868608
4,20,4,utility_3,multiply,spearman,0.0781954887218045,0.07819529421658951
29,20,4,utility_1,multiply,spearman,-0.10977443609022557,-0.10977337764791938
5,20,3,utility_1,multiply,kendall,0.0,0.0
44,20,2,utility_1,add,kendall,0.15789473684210525,0.15788824863728226
12,20,3,utility_2,add,kendall,0.17894736842105263,0.17893526584868608
23,20,2,utility_1,add,kendall,0.2105263157894737,0.21049915247334955
1,20,4,utility_2,multiply,kendall,-0.052631578947368425,-0.05263155204815639
60,20,3,utility_3,add,spearman,0.3744360902255639,0.3739682396885572
19,20,4,utility_2,multiply,kendall,0.12631578947368421,0.12631365701011676
18,20,3,utility_1,add,kendall,0.10526315789473685,0.10526229950600086
22,20,4,utility_2,add,kendall,0.2631578947368421,0.26307569599977987
31,20,4,utility_2,add,kendall,0.052631578947368425,0.05263155204815639
50,20,2,utility_2,multiply,kendall,-0.04749356901459776,-0.04749355291718325
12,20,2,utility_2,multiply,spearman,0.31879699248120297,0.3185848853448273
28,20,4,utility_2,multiply,kendall,0.021052631578947368,0.021052631303285604
29,20,4,utility_2,add,kendall,0.052631578947368425,0.05263155204815639
17,20,3,utility_3,add,spearman,0.07518796992481201,0.07518781003107539
11,20,2,utility_2,multiply,kendall,0.06315789473684211,0.06315782783021072
30,20,2,utility_1,add,spearman,0.5263157894736841,0.5238688265316278
16,20,2,utility_1,multiply,kendall,-0.09473684210526316,-0.0947363348784088
18,20,2,utility_1,add,kendall,0.3473684210526316,0.3470447549552732
39,20,3,utility_2,add,kendall,0.031578947368421054,0.03157894527550118
59,20,3,utility_1,add,spearman,0.03609022556390977,0.036090221483834936
8,20,4,utility_3,add,kendall,-0.09523942834879916,-0.09523890754066522
27,20,3,utility_3,multiply,kendall,0.06315789473684211,0.06315782783021072
10,20,2,utility_2,multiply,spearman,0.2827067669172932,0.28258957789767297
38,20,3,utility_1,add,kendall,0.16931453928675405,0.16930535146956519
5,20,4,utility_2,multiply,kendall,-0.2947368421052632,-0.29459284658637697
35,20,2,utility_3,add,kendall,0.10526315789473685,0.10526229950600086
59,20,3,utility_1,multiply,kendall,0.042105263157894736,0.04210525434062847
5,20,4,utility_3,add,kendall,-0.11578947368421053,-0.11578809231631905
55,20,3,utility_2,multiply,kendall,0.18947368421052632,0.1894575989307692
10,20,4,utility_2,multiply,spearman,-0.12481203007518797,-0.12481002130351124
23,20,3,utility_1,multiply,kendall,0.2631578947368421,0.26307569599977987
1,20,4,utility_2,add,spearman,-0.02706766917293233,-0.027067668204527457
43,20,2,utility_3,multiply,kendall,0.052631578947368425,0.05263155204815639
