ID_REF,GSM473654,GSM473655,GSM473656,GSM473657,GSM473658,GSM473659,GSM473660,GSM473661,GSM473662,GSM473663,GSM473664,GSM473665
259276_at,4.4,7.2,9.1,3.8,5.3,6.8,3.1,3.6,204.2,2.9,3.5,8.7
259277_at,416.4,393,370.2,470.8,674.5,443.2,360.3,302.5,210.4,473.5,411.2,488.4
259278_at,206.5,198.5,159.7,349.6,394.4,352.4,317,290.8,394.7,429.3,348.2,353.1
259279_at,9991.3,8533.2,10111.6,7948.1,7239.2,6891.4,8628.9,9024.7,10163.7,6971.1,7048.1,7202.8
259280_at,547.8,497.3,608.3,557.4,566.9,845.2,587.5,632.7,353.3,561.5,406.8,465.9
259281_at,212.2,173.3,133.8,305,254.2,253.4,242.1,165.3,131.6,214.5,229.9,182.9
259282_at,57.1,6.8,85.7,9.3,20.1,6.1,5.8,55.5,23.5,3.2,76.1,11.3
259283_at,130.2,90.6,262,131.5,59.3,168,90,47,160,51.6,105.8,196.3
259284_at,990.6,1025.7,531.3,1048.6,1403.3,480.2,1210.7,851.8,593.7,1021.6,875.7,717.5
259285_at,75.4,78.6,42.9,35.8,11.5,5.2,6.1,64.4,9.1,10.8,103.1,9.1
259286_at,92.8,75.2,128.4,1517.6,1648.6,270.5,42.5,4.9,46.1,124,1017.5,1063.2
259287_at,276.8,174.4,347.3,258.3,149.1,349.6,273.1,190.2,375.1,180.8,172.5,204
259288_at,894.9,830.8,726.8,1013.4,1117.5,300.4,864.1,697.5,499.5,840.1,807.3,634.3
259289_at,6.8,7,7.2,8.4,2.3,13.5,4.9,3.9,10.4,7.4,4.7,13
259290_at,45.1,103.8,93.3,137.1,134,121.6,72,173.5,81.2,70.8,101.2,262.5
259291_at,25.8,3.7,81.2,2.7,8.7,47,5.5,4.7,15,3.9,32.5,5.1
259292_at,979.2,787.4,935.7,629.1,625.1,704.5,806.6,640.1,768.8,517.4,581,643.2
259293_at,138.8,120.6,69.3,527.5,489.9,286.7,207,111.1,81,337.5,411,428.1
259294_at,4.8,102.2,71.8,64.5,120.8,46.9,75.8,83,144.3,45.3,26.4,108.1
259295_at,544,377.7,536.8,390.1,546.7,523.5,437.6,668.2,642.6,408.1,366,428.8
259296_at,1365.1,1427.6,1375.3,1027,1028,939.3,1454.7,1166.2,1232,1190.5,1103.5,975.6
259297_at,8.2,7.4,8.2,82.3,29.6,213.4,10.4,56.7,35.3,152,196,174.3
259298_at,141.4,191.9,277.5,154.8,158.9,176.8,126.7,173.6,161,84.5,119.4,118.3
259299_at,94.4,17.7,21.2,210.8,106.1,183.7,115.5,19.7,23.6,53.2,97.2,170.1
259300_at,336.2,307.5,693.8,346.1,291.4,337.9,374.5,257.3,505.5,202,255.8,380.3
259301_at,14.3,12.8,15.8,40.2,3.4,6.3,7.8,27.8,52.2,20.6,6.2,22.9
259302_at,301.9,400.7,261.9,351.5,215.2,201.7,170.6,302.3,91.1,168,193.4,180.3
259303_at,116.2,143.6,137.4,113.9,104.2,125.3,139,85,52.3,86.6,93.5,107.8
259304_at,577.5,533.7,436.4,619.7,516.1,584.8,445.2,373.8,329.5,591.3,593.8,520.3
259305_at,617.6,666.5,435.2,616.4,517.5,517.4,511.4,520.3,444,491.4,613.5,491.6
259306_at,175.6,161.4,203.8,179.6,142.8,199.4,188,151.1,95.6,225.2,240.3,237.1
259307_at,378.6,446,379.4,590.5,731.5,381.8,322.7,445,391.9,630.7,716.8,801.6
259308_at,377.3,664.1,444,579.2,541.1,632.5,550.2,514.1,388.3,500.6,539.3,580
259309_at,176,293.9,332.5,288.9,346,460.8,444,352.9,206,376.6,385.9,325.2
259310_s_at,789,862.2,905.3,662,492.2,558.5,744.6,676.7,322.4,749.9,536.6,403.4
259311_at,661.1,628.3,652.1,746.5,645.3,982.6,824,796.1,839.5,711.6,772.9,843.8
259312_at,299.3,303.8,245.7,221.4,209.2,433.8,350.1,345.5,204.7,393.4,259.1,360.6
259313_at,825.9,585.9,591.9,849.9,977.6,584.9,827.1,721.3,599.1,1164.9,857,830.4
259314_at,6.5,13.3,9.7,62.9,52.8,42.6,65,11.4,50.1,50.3,41.6,8.7
259315_at,549.4,472.2,494.6,554.1,546.5,569,512.6,424.1,410.8,571.6,524.7,516.3
259316_at,62.8,42.9,89.2,85.2,75.3,85.6,25,5.9,11.6,14.6,18.2,100
259317_at,85.3,93.9,184.3,14.4,90.1,69.1,64.6,72.5,191.4,97,20.5,59.1
259318_at,221.3,346.5,301.2,362,370.2,251.3,327.7,346.1,329.7,350.8,311.4,399.6
259319_at,609,644.9,794.3,576,594.6,745.4,663.4,616.8,883.2,497.1,543.5,513.4
259320_at,9.9,11,6.5,100.5,125.5,64.5,5.6,4.1,16.3,21.3,106,135.8
259321_at,235.6,354.3,233.9,452.6,397.9,389.8,258.8,219.7,305.5,348.2,390.8,385
259322_at,193.2,143,267,246.8,250.7,254,175.6,199.7,163.6,224.9,246,241.7
259323_at,438.7,379,354.5,424.6,493.7,613.8,479.2,436.1,583.5,604.1,493.3,734.7
259324_at,34.8,18.3,23.7,13.7,5.6,21.4,11.8,89.2,33.5,8.9,28.8,33
259325_at,61.8,5.7,39.8,43,22.8,50,54.1,59.4,18.6,33.6,30.9,74.3
259326_at,409.4,638.1,445.5,572.3,505.9,461,481.2,577,788.9,666.9,490.4,703.7
259327_at,792,930.5,909.9,689.3,781.3,818,440.4,416.9,667.2,384.7,417.6,516.7
259328_at,71.8,45.5,126.9,25.8,6.9,35.9,13.5,39.7,83.1,5.4,55.1,11.3
259329_at,2.3,46.6,6.7,6.2,14.1,3.6,29.5,16,6.1,7.9,3.9,6.3
259330_at,650.9,616.8,647.7,691,854.7,739.2,853.8,712.7,914.9,859.6,769.5,1080.2
259331_at,142.1,232.7,228.6,127.3,70.8,35.6,175.7,138.5,154.4,15.6,75.4,171.7
259332_at,164.6,89.3,46.9,34.9,66.8,7.5,150.9,101.2,11.3,5.2,18.7,68.9
259333_at,195.7,165.7,236.6,197.2,203.3,166.9,120.8,189.6,217.3,189.5,233.7,224.7
259334_at,1026.2,668.8,392.7,994.9,1183.7,1086.5,653.1,614.1,670.9,1129.5,773.8,691.9
259335_s_at,171.4,292.8,332.2,282.9,358.8,169.9,226.5,317.7,135,216.9,307.3,153.6
259336_at,122.5,71.3,34.9,94.1,113.9,53.8,61.5,43.2,81.5,148.3,37.3,112.6
259337_at,509.7,814.3,474,567.2,387.1,553.4,495.3,419.6,347.5,535.8,638.2,644.4
259338_at,71.2,8.3,9.9,20.1,4.2,10.4,11.6,9.8,46.9,6.3,3.5,84.4
259339_at,244.6,283.9,212.9,179,258.4,216.7,179.3,260.1,245.4,241.2,350.6,211
259340_at,728.6,678.2,758.8,313.2,276,452.7,652.2,429.8,806.8,246.3,288.7,293.2
259341_at,268.2,372.4,352.2,373.2,478.2,345.6,299.7,382.6,242.2,452.9,299.9,500.1
259342_at,718.5,1019.6,943.6,1411.4,1194.5,1061,796.1,845.9,793.4,1189.3,1499.3,1509.9
259343_s_at,13451.5,13841.1,13384.6,13598.4,15387.3,16306.9,15912.1,15976,17386.7,14097.9,13559.6,13017.3
259344_at,500.3,488.2,748.4,517.9,458.8,305.7,488.2,530.8,503.5,377.4,458.3,402.4
259345_s_at,23.9,33.2,21.9,152.2,10.9,11.1,13.4,23.5,19.6,10.7,61,16
259346_at,184.1,229.3,323.2,171.4,188.7,168.4,219.7,120.3,221.7,124.7,163.2,194.1
259347_at,1025.5,1695.4,1262.3,1727.5,1834,1401.7,1616.4,1536.5,1514.5,1941.3,2173.4,1603.4
259348_at,334,196.8,306.9,782.9,806.6,531.7,346,471.7,152,648.7,530.7,520.7
259349_at,679.5,628.2,604.2,612.6,571.7,502.1,613.7,749.1,716.1,541.8,377.8,728.3
259350_at,6.6,43.9,12,48.4,32.3,35.2,14.3,32,142.3,55.7,85.3,35
259351_at,11.1,6.2,11.4,12.8,4.9,10.6,6.9,9.6,18.8,11,7.6,7.7
259352_at,72,54.3,167.5,72.3,96.2,132,119.5,113,43.7,116.4,122.6,8.7
259353_at,100.3,98.2,28.1,135.4,115.9,158.3,112.1,41.5,14.7,79.9,96.5,21.9
259354_at,1948.1,2030.4,1692.7,789.9,961.2,953.6,1564.5,1761.2,1677.5,930.1,855,786.7
259355_at,10.1,6.2,10.3,9.9,5.3,30.8,51,30.3,187.6,3,59.1,60
259356_at,149.6,284.1,340.9,128.2,248.5,183.2,226.8,217.1,371.7,157.1,220.7,313.6
259357_at,431.2,413.4,446.4,567,481.6,519.9,319.5,421.3,456.3,396.7,409.2,488.2
259358_at,417.7,425.2,530.3,351.1,327.2,285.5,481.1,422.9,447.8,331.8,390.5,243.7
259359_at,264,204.6,162.7,193.1,148.3,182.6,231.1,326.3,252.3,236.2,272,261.1
259360_at,3.1,29,5.1,7,11.6,60.1,4.4,16.6,6.3,81,42.6,84.5
259361_at,22974.6,23368.6,25253.6,24961.5,24138.7,28837,25813.2,26595.4,32688.6,21125.3,23100,23014.7
259362_s_at,201.3,371.5,238.4,257.7,319.7,319.2,263.9,293.3,295.7,315.9,219.4,95.8
259363_at,1328,1133.8,1230.3,465.2,449.4,498.1,1056.6,1120.3,1317.2,609.5,475.9,434.2
259364_at,532.7,431.4,513.4,288.3,225.8,282.4,396,446.4,551.4,348.3,376.7,308.4
259365_at,7,8.5,9.5,51.4,2.5,5.7,34.9,32.7,70.4,3.5,12.5,84.9
259366_at,1714.7,1854.8,1483.1,1600,1473.4,905.5,1711.4,1529.3,1086.5,994.2,1043.6,1140.4
259367_at,379.2,473.9,324,493.2,497.2,416,454.1,376.9,417.1,483,533.7,463.3
259368_at,10.4,6.9,16.6,35.5,2.5,6,4.1,4.2,15.3,32.7,13.3,9
259369_s_at,7.9,10.5,42.4,3.1,24.6,7.2,12,25.7,24.4,3.2,10.6,80
259370_at,12.4,14.5,103.4,57.4,59.1,9.2,7.9,32.8,12.3,55.1,48.9,21.3
259371_at,147.1,165.3,57.7,130.8,120.2,12.4,120,60.3,21.9,71.6,108.3,40.7
259372_at,8,4.4,200.9,19.4,2.7,20.5,12,34,13.5,4.5,122.6,75.5
259373_at,471.6,618.5,441.2,234.9,229,270.3,515.2,416.5,407.1,257,156,216.3
259374_at,15.6,21.2,168.3,129.9,75,81.3,85.7,156.2,56,69.2,41.9,22.9
259375_at,12061.1,10818.5,8843.9,5842.5,5918.7,10565.2,11222.8,13698.3,9770.8,4915.1,4636,4721.9
259376_at,9.7,13,15.8,31.4,58.1,9.2,7.4,62,12.8,16.3,47.8,45.2
259377_at,98.9,190.7,193.2,6.4,4.1,123.2,119.3,166.1,22.7,93.2,122.8,49.7
259378_at,516.6,454.8,349.1,457.2,502,692.4,484.8,409.7,473.1,511.1,473.3,503.1
259379_at,95.8,107.3,102.3,167.3,179.7,185.4,133.6,237.9,228,197.9,92.4,162
259380_at,24.7,118.5,91.2,188.4,162.5,317.4,146.7,112,143.7,58.3,166.2,144.4
259381_s_at,2936.4,3926.9,3332.2,2571.7,2845.1,2611,2254.7,1807.8,1961.5,1376.1,1372.1,1282.7
259382_s_at,2296.6,2022,3735.1,1697.8,1331.9,1713.5,1347,1773.4,1204,1026.3,475,598.4
259383_at,5881.8,5042.4,5373.3,6203.4,5748.4,4718.8,2462.9,2185.6,1828.6,3166.4,3142.2,3348.8
259384_at,947.3,772.7,982,418,473.9,587.6,405.2,381.5,622,307.8,167.6,414.7
259385_at,18,61.6,72.4,357.1,489.5,425.4,147.5,204,201.3,954.5,730.6,654.7
259386_at,8.4,22.6,9.6,108,38.5,18.8,6,4.8,26.2,3.3,4.5,31.4
259387_at,4.2,10,12.3,2.3,6.3,6.1,12.4,3.7,7.7,10.8,23.5,3.9
259388_at,40.9,4.3,88.8,3.3,10.2,6.1,2.9,3.6,16.7,4.4,17.9,11.6
259389_at,10.9,8.9,99.1,48.1,30.9,6.2,57.3,26.1,14.4,42.5,56.5,87.8
259390_at,11.5,7.8,8.2,46.4,2.7,129.1,4.5,7.1,75.5,3.1,70.7,7.5
259391_s_at,594.7,555,661.4,471.2,489.1,680.7,617.7,596.7,585.1,590.4,573.9,277.9
259392_at,184.8,272.2,228.7,288.8,341.4,326.9,161.2,207.1,322.6,225.7,268.7,181.7
259393_at,729.4,835.2,1129.4,1050.7,965.9,652.1,1118.4,954.6,937.2,1152.1,881.5,744.6
259394_at,5.7,78.3,7.2,4,4.5,7.6,4.3,5.4,18.8,7.9,6.1,63.5
259395_at,841.4,946.9,722.6,919.4,951.7,1026,810,758.6,757,712.7,827.9,763.2
259396_at,456.2,424,474.1,425.8,609.5,638.5,373.6,572.8,599.3,609.7,570.1,458.2
259397_at,240.6,241.8,247.4,233,212.6,85.5,210.2,151,175.2,230.6,218,190.8
259398_at,268,237.2,327.3,197.2,201.8,180.5,218.8,205.1,270.5,131.9,181.5,204.3
259399_at,5.6,35.7,13.9,88.1,27,61.4,5.3,39.2,11.1,8.1,104.4,115.6
259400_at,78.8,6.9,21.1,61.5,42.7,112.9,27.2,17,42.5,10.3,108.4,7.1
259401_at,307.2,363.2,350,271.6,289,177.6,423.8,272.3,277.1,268.1,283.4,246.5
259402_at,974.9,874.5,706.2,904.3,927.4,847.8,814.4,888.9,566.6,939.1,904.7,906.4
259403_at,1178.6,1054.3,1414.4,3071.8,2906.9,1685.8,1059.2,767.4,749.8,3267.3,2891.8,2937
259404_at,165.6,372.8,465.8,411,387.9,434.4,330.6,268.5,472.3,467.7,350.3,448.7
259405_at,7.3,89.2,14.2,104.3,125.7,73.3,91.4,33.6,10.3,87.8,61.5,117
259406_at,327.5,325.9,531.5,431.2,473.9,481.9,441.7,567.2,457.6,570.8,468.1,835
259407_at,1614.8,1324.4,1651.1,1353.9,1417.9,1291.6,1661.6,1480.7,1576.7,1335.6,1330.7,1385.2
259408_at,1453.6,1475.7,1439.5,1809.1,1641.7,1250.4,1566.2,1315.6,1524,1905.1,1933.5,1973.7
259409_at,3.5,5.4,4.3,16.8,5.4,3.7,5.2,9.6,5.3,2.9,30.1,5.9
259410_at,184.1,107.6,58.1,854.4,879.7,889.5,198.2,271.2,121.6,1123.3,1080.7,1304.1
259411_at,6.8,31.9,47.3,22.2,50.9,7,13.7,95.5,100.3,7.4,22.1,101.1
259412_at,481.8,548.9,596.3,420.9,387.3,388.2,525.3,419.7,488.8,364.7,268.5,301.9
259413_at,17.7,50,6,42.3,1.9,2.5,4.4,5,13.1,3.6,16,24.6
259414_at,10.9,77.4,29.7,90.7,70.1,70.5,11.2,16.1,21.1,5.4,45.6,17.5
259415_at,228.6,376.4,331,429,507.5,260.2,450.6,394.8,254.3,366.4,570.1,537.9
259416_at,2380.5,2499.4,2387.3,2508.2,2325.2,1726.5,2000,1915.1,1711.5,2221.7,2050.4,1728.5
259417_at,262.2,232.2,215.6,72.7,48.9,85.9,193.6,205.1,66.5,27.7,11,5.3
259418_at,224.7,258.4,233.4,144.3,137.7,154.8,219.1,379.2,193.5,229,211.1,228.3
259419_at,101.1,51.3,116.9,46.9,10.9,17.8,31.6,11.6,29.9,60.8,21,84.7
259420_at,652.9,454.2,543,523.4,478.7,418.8,569.1,560.6,485.2,489.4,321.7,530.7
259421_at,153.3,195.7,95.5,179.7,147.8,113.5,95.1,49.9,100.6,163.6,159.5,180.9
259422_at,209.4,85.3,118,139,137.5,80.2,65.7,81.1,47.3,156.3,124.2,121.3
259423_at,381.4,321.5,307.6,408.3,379.6,288,397.3,398.2,272.3,339.5,317.9,277.5
259424_at,109.5,68.7,13.6,216,192.6,285.1,66.2,29.6,49.7,157.3,264.8,423
259425_at,5.3,65.8,9.8,9.1,21.9,14.6,6.3,8.1,17.3,7.6,4.3,9.6
259426_at,10883.4,9673.6,6662.8,3719.4,4232.9,6494.9,8408.7,8793.9,8625.5,4674.9,5253,4786.8
259427_at,68.3,7.5,133.8,4.5,32.3,102.6,39.2,22.4,35.8,30.3,48.7,8.9
259428_at,272.8,169.4,409.6,336.7,374.6,706.4,374.5,412.8,293.1,558.9,849,785.4
259429_at,135.4,142.4,241.4,49.2,162.8,187.4,135.1,170.6,270.7,171.8,133.8,60.1
259430_at,819.1,922.2,1027.5,541.8,519.1,1381.2,898.5,980.3,1256.4,446.1,525.6,639.9
259431_at,4155.3,4017.2,4528.2,2128.1,2103.8,4638.4,4105.6,4402.7,4078.2,2176.5,2271.1,2191
259432_at,12.1,78.6,81.3,170.5,198.1,423.3,92.3,56,11.9,146.7,184.6,221.5
259433_at,64.5,82.5,86.6,85.4,89.2,138.6,73,170.1,25,75.2,100.8,55.3
259434_at,2681.5,2617.4,1974.9,3118.6,3217.9,3184.8,2401.7,2485.8,2026.5,2739.4,2369,2706.5
259435_at,116.5,52.3,13.6,31,29.5,9.2,57.6,11.8,28.9,3,48.8,46.6
259436_at,395,427.4,458.8,351.9,395.6,196.9,386.2,639.6,375.7,334.7,262.9,262.8
259437_at,332.2,456.7,471.7,499.3,508.6,367.4,252,491.6,269.9,549.3,460.9,465.7
259438_at,499.3,458.4,520.1,495.7,400.2,276.9,393.4,482.8,471.6,423.4,433,405.8
259439_at,51.4,100.5,7.4,116.1,64.2,304.5,30.1,109.1,67.3,135.6,204.1,241.2
259440_at,4076.8,3947.1,4295,3815.8,3817.5,4786.2,4155.9,3928.9,4867.5,3610.2,4274.7,3713.8
259441_at,686.6,829.5,638.9,387.6,329.3,106.9,537.6,620.6,472.4,249.8,180.2,178.9
259442_at,166.1,127.9,197.6,76.1,88.9,136.7,26.3,105.5,206.9,106.7,71.6,152.6
259443_at,15.5,22.4,103.1,93.5,127.1,211.6,51.7,13.2,85.1,180,184.6,214.6
259444_at,156.8,109.2,95.5,168.7,132.9,46.7,124.2,158.1,81.5,98.9,227.8,125.9
259445_at,114.3,106.5,215.6,85.8,40.3,402.4,120.8,147.3,58.2,35,67.8,167.4
259446_at,801.2,788.4,505.2,1135.7,1087.1,945.6,651.5,833,496.9,1040,980.9,772.1
259447_s_at,15.7,5.7,39.3,7.6,62.4,43.5,73.8,52.9,11.7,81.8,75.3,142.8
259448_at,5.8,37.2,19.5,13.5,38.8,5.2,6.7,16.2,8.3,26.4,5.4,9.9
259449_at,6.8,84.1,8,80.3,8.8,38,11.5,10.2,69.8,34.2,3.9,13.4
259450_at,167.8,224.8,344.1,276.4,304.2,347.3,279.3,245.8,244.7,204.8,275,268.7
259451_at,3.9,5.6,10.2,35.6,4.4,3,8.3,7.7,15,7.2,9.2,10.9
259452_at,4.9,43.9,6.4,31.2,5.5,11.4,4.8,1.9,98.9,33,61.8,7.8
259453_at,9.9,156.8,97.5,5.6,7.5,100.8,3.9,25,22.9,5.5,62.6,7
259454_at,6.5,5.2,84.6,5.7,15.4,37.4,4.4,2.9,13.8,8.3,5.7,7.6
259455_x_at,93.7,42.3,144.8,2.6,50.8,54.4,5.1,49.7,34.3,7.6,7.7,37.5
259456_s_at,28,17.6,33.8,41.9,17.3,76,16.9,75,86.2,7.1,66.8,59.7
259457_at,3.7,3,5.4,3.7,17.9,63.4,3.7,4.1,8.6,1.6,6,4.8
259458_at,15.7,18.6,12.9,62.1,55.8,18,79.2,27.6,52.3,4.7,65.6,77.9
259459_at,3.1,18.4,9.6,10.3,23.2,6.6,4.6,1.6,14.1,3.1,69.5,10.1
259460_at,1976.2,1948.6,2077.4,2876.5,2917.8,3026.8,2141.4,2380.1,2616.7,2656.9,2488.3,2469.2
259461_at,312.6,230.7,252.1,301.4,281.1,459,286.6,362.8,152.8,312.5,347.6,324
259462_at,7.9,52.9,15,51.6,16.6,6.8,109,51.4,135.7,108.3,11.7,55.4
259463_at,108.1,260.5,47.1,144.6,185.9,51.5,156.5,162.9,95.8,102.4,118.5,82.8
259464_at,41.9,36.2,18.6,32.2,4.3,6.4,6.5,56.5,86,20.8,27.8,3.8
259465_at,79.2,17.7,14.9,45.4,54,29,15.3,41.6,78.9,32.3,19.2,6.3
259466_at,1050.8,977.3,1280.1,811.1,811.1,910.2,839.3,1248.4,1391.1,849.6,877.3,1018.3
259467_at,102.8,57.3,12.7,10.9,25.9,54.6,9.5,66.1,75.3,30,71.9,55.8
259468_at,294.9,259.5,414.9,303,415.8,255.4,407.1,363.8,479.9,391.1,262.6,381.7
259469_at,180.1,206.2,119.1,147.9,153.3,190.6,143.4,108.8,170.8,113.4,112.1,190.3
259470_at,1310.5,1122.9,1090.6,947.6,872.7,974,1034.5,1073,1026.9,1051.8,826.1,873.7
259471_at,36.3,40,66.8,2.2,6.7,7.3,4.5,3,10.4,2,14,50.6
259472_at,43.5,9.2,103.6,219.5,138.1,126.2,73.8,100.5,46.6,259,118.3,73.3
259473_at,196.9,36.2,39.3,74.6,122.9,74.9,99.6,121.3,19.2,68,118.4,92.9
259474_at,515.8,667.4,683.2,751.6,709.6,969.8,549.5,579.6,665,661.7,699,773.1
259475_at,366.1,355.4,494.7,949.2,791.7,868.4,467.1,432.5,535,698.7,918.1,667
259476_at,5638.7,5576.6,7465.3,4324.6,4212.9,4373.1,4939.6,5082.4,5007.3,3498.9,3831,4134.4
259477_at,777.9,756.9,769.6,667.6,762,592.7,749.9,807,744.9,806.8,527.5,555.5
259478_at,7.1,14.1,30.7,7.6,4.6,12.6,3.8,9.8,18.7,51.2,84.3,22.8
259479_at,211.9,324.4,326.1,341.8,389.2,743.7,333.4,222.7,249.6,1440.6,966.4,654.1
259480_at,250.8,239.3,214.5,216.6,225.3,139.1,208.1,266,205.1,184.7,214.3,221.4
259481_at,6.6,91,61.9,45.5,111.9,19,18.4,11,97,18.5,119.8,23.9
259482_at,3.7,9.3,11,9.2,4.3,9.6,29.3,39.1,14.4,5.5,73.7,98.7
259483_at,6.6,3.5,13.2,17.1,7,5.6,7.1,23.6,10.3,2.8,22.3,4.8
259484_at,636.5,458.6,539.1,383.1,334.3,628.8,623,491.2,546.7,503.7,435.1,419.3
259485_at,287.2,165.2,263,192.5,145.5,19.6,173.8,83.7,118.6,82.9,157.4,184.9
259486_at,353.8,327.3,295.8,426.2,417.1,320.5,307.6,371.2,459,504.8,393.9,331.6
259487_at,16.4,20.9,85.6,114.4,106.8,103.1,8.6,76.7,14.1,73.3,15.4,103.9
259488_at,879.1,673.8,517.1,548.6,595.3,658.6,608.3,445,513.1,545.7,524.7,564.4
259489_at,85.2,274.8,137.7,531.5,550.1,335.3,191,189.6,142.1,657.6,734.8,848.9
259490_at,142.2,170.9,190.7,132,91.5,241.7,224,100.7,167.9,183.6,181.2,162.1
259491_at,30277.8,33764.8,36262.7,24775.5,25660.9,21918.5,38462,37542.1,38530.8,23670.7,23713.5,18720.4
259492_at,164.8,124.1,105.1,40.3,62.5,48.5,129,118.5,43.4,38.1,214.3,87.9
259493_at,148.5,102.7,415.6,107.3,96.9,140.7,118.5,96.5,301.2,134.1,114.5,137.8
259494_at,4.1,68.9,158.3,62,66.9,205.7,15.2,62.5,22.6,4.1,12.8,145.5
259495_at,101.2,37.3,146.5,27.7,23.2,51.3,141.1,161.5,69.5,42,24.2,29.5
259496_at,126.2,5.5,61.4,36.6,12.4,11.3,10.1,6.7,11,10.6,20.7,13.6
259497_at,337.9,458.6,295.3,537.8,557.7,607.2,420.7,404.6,424.5,509.3,691.8,504
259498_at,819.5,867.5,652.8,994.6,942.7,650.7,867.5,611.9,540.4,838.4,1128,770.9
259499_at,850.2,906.2,425.2,661.5,569.9,533.7,862.8,850,849.9,569.3,597.9,425.1
259500_at,2102.7,2108.4,2049,893,1182.9,1032.7,1732.7,1425.4,1598.9,1023.7,903.5,910.4
259501_at,1574,1589.9,1569.5,2206.6,2777.2,2947.8,1402.6,1292,1143.2,2484.7,2506,2574.2
259502_at,228.4,102.6,157.2,591.9,512.7,604.6,286.5,302.1,14.8,495,502.7,395.1
259503_at,5.8,64.2,14.7,26.4,70.3,65.8,13.7,83.7,168.9,18,53.3,133.8
259504_at,13127.1,12488.9,13740.1,13726.7,13237.8,11987.3,13817.4,13974.2,16409.5,12544.6,11718.5,12095.8
259505_at,505.9,465.5,489.2,499.5,495.4,437.4,398.9,425,571.2,417.8,376.3,429.8
259506_at,484.8,471.9,277.9,579.8,611.8,652.4,515.1,487.3,373.4,649.2,677.3,791.1
259507_at,8.2,65.6,8.7,609.1,734.6,797,14.7,41.1,10.9,565.7,905.4,667.7
259508_at,16.7,55,173.6,22.2,64.4,23,30.2,108.3,30.5,24.8,51.2,86.1
259509_at,4.7,22.5,7.1,32.7,3.9,6.4,5.4,11.5,6.6,3.5,6.9,39.1
259510_at,8,4.7,15.1,4.1,3.1,8.8,7.2,4.8,26.2,3.9,4.7,12.1
259511_at,973.5,944.6,841.4,1819.6,1655.5,2259.6,721.6,722.7,669.4,1686,1711.3,1662.6
259512_at,713.6,976.8,578.3,955.7,974.8,712.7,815.7,727.6,844.8,1184,896.6,1033.2
259513_at,282.7,167.4,332.3,255.2,203.7,260.2,227.1,207.5,64.4,180.4,173,281.3
259514_at,101.4,127.7,126.5,58.5,139.6,31,33,132.5,11.1,38.2,124.5,60.5
259515_at,606.4,425.9,385.3,624.8,540.7,382.5,464,567,284.8,467.7,278.9,397.7
259516_at,20558.6,21878.6,23297.8,7050.2,6802.6,22884.7,24657.8,18863.5,24499.4,6475.9,9273.2,8176.8
259517_at,1288,1228.2,1392.8,991.7,905.7,805.8,1154.1,1548.3,999.9,980,1251.6,1146.1
259518_at,1651.6,1261.4,1964.5,2560.2,1911.8,1206,1172.2,1371.5,1534.5,1794.6,1620,1742.8
259519_at,528.4,814.1,495.2,741.6,676.9,538.6,826.6,740.6,659.2,715.2,813.1,708.1
259520_at,62.1,17,33.5,10.6,41,6.5,15.6,20.3,10.8,92.4,124,46
259521_at,3356.1,3235.1,2907.2,3033,2927.9,3158.5,3088,3061.4,3632.9,2530.6,3199,3037.8
259522_at,23.8,69.1,15.5,86.4,5.3,36.9,9.6,7.3,23.7,8.8,13.9,32.3
259523_at,236,324.9,529,398.3,301.7,527.1,212.4,366.6,222.2,263.8,307.2,324.2
259524_at,137.3,60.2,130.8,138.6,117.6,194.8,88,139.7,18.8,45.2,38,55.5
259525_at,6.2,27,64.4,12.1,13.6,91.5,4.8,23.6,13.4,4.8,15.5,63
259526_at,125.7,113.8,150.2,122,116.4,183.5,82.4,134.4,214.2,100.9,107,62.4
259527_at,35.5,105.4,22.8,9.4,83.6,20.6,106.8,86.6,31.6,21,40.3,70.5
259528_at,37,117.3,85.7,122.6,105.9,157,107,115.8,340,162.9,130.4,101.9
259529_at,355.8,318.3,248.7,420.5,320.8,335,261.6,381.4,334,350.2,272.2,469.1
259530_at,175.1,123.6,140.5,91.5,125.2,15.2,146.1,165.6,231.7,140.7,109.6,182
259531_at,44.4,22.3,38.7,113.1,93,78.8,15.5,99,30.2,128.3,89.3,17.2
259532_at,451.9,523.3,602,572.4,549.6,628.6,608.6,549.4,451.3,663,569.7,549.7
259533_at,365.1,575.9,462.3,375.3,367.2,487.4,619.6,377.3,434.3,319.8,425.7,412.5
259534_at,5.2,41.4,8.3,127.6,168.5,111.6,62.9,17.6,138.3,234,143.1,225.7
259535_at,156.6,150.1,80,174.2,154.6,182.4,187,179.7,104.7,165.7,152.8,112.1
259536_s_at,232.2,154.2,70.3,107.3,155.1,151.2,206.4,178.4,197.9,174.8,222.1,76.2
259537_at,106.3,78,148.7,182.3,130.6,116.9,33.9,24,136.4,154.6,166.5,213.5
259538_at,1347.3,1532.8,1476.7,1068.8,1212.3,1329.7,1505.6,1499.7,1668.9,1469.1,1450,1355.8
259539_at,48.6,63.9,7.8,41.8,30,60.1,106.6,11.9,31.3,53.3,51.2,175.1
259540_at,326.4,480,630.8,476.5,508.8,376.4,436.2,491.6,284.9,350.6,399.2,457.8
259541_at,2969.1,3017.6,2190.3,1391.1,1365.8,1775.9,2085.2,2327.4,2346.2,1167.7,1169.7,1077.5
