ID_REF,GSM473654,GSM473655,GSM473656,GSM473657,GSM473658,GSM473659,GSM473660,GSM473661,GSM473662,GSM473663,GSM473664,GSM473665
244901_at,108.4,138.4,205.7,119.1,163.6,115.2,102.4,164,87.4,148.2,175.1,129.5
244902_at,134.5,124.7,9.4,104.1,101.9,62.6,62.7,149.2,18.9,91.8,81.5,60.8
244903_at,9.2,208.1,101.6,169.9,130.8,111.9,164.6,77.7,18.4,144.1,419,164.9
244904_at,14.3,14,28.4,100.5,95.8,163.4,55,115.5,45.2,89.6,200.5,36.9
244905_at,8.5,18.3,8.1,7.6,27.4,16.5,27.3,26.9,11.7,20,7.5,17.3
244906_at,66.5,179.9,137,140.2,168.3,15.7,202.1,199.3,44.9,232.8,151.6,53.1
244907_at,5.2,6.9,11.5,74.2,2,3.9,3.1,5,20,4.5,14.1,5.7
244908_at,51,7.6,7.4,3.2,7.3,6.7,4.9,4.9,7.7,4,4.4,5.2
244909_at,21.8,9.6,28.2,18.1,23.8,19.2,6.2,10.5,9.8,4.4,5.7,21.5
244910_s_at,16.1,20.4,14.8,69,25.2,118.4,27.4,9.9,19.5,51.4,49.9,35.9
244911_at,4.2,16.6,15.4,2.2,3.5,17.9,4.6,2.8,13.2,1.2,5.4,3.1
244912_at,444.2,362.3,337.9,504.9,466.5,486.1,329.9,361.1,502.5,552.9,423.4,653.5
244913_at,12.5,9,50,8.7,4.9,14.5,3.8,6.1,93.4,7.7,8.9,104
244914_at,3.9,37.3,5.7,3.5,2.6,4.8,3.1,2.8,5.8,5.5,3.7,4.3
244915_s_at,6.3,17.3,11.6,55.7,17.6,28.4,48.7,6.5,22.3,61.3,5.1,31.2
244916_at,8,4.1,137.6,18.4,3.2,6,8.7,12.7,24.1,22.2,4,21.4
244917_at,4.2,4.9,9.1,4.7,5.2,5.1,5.3,3.3,24.4,5.2,11.9,56.1
244918_at,24,41.8,11.6,7.7,3.3,7.6,78.1,14.5,7.4,2.9,30.9,6.7
244919_at,70.4,32.9,8.9,40.3,47.2,7.9,14.9,17.4,26.9,11.7,8.8,11.4
244920_s_at,110.3,64.6,145.4,96.6,117.2,120.1,169.6,111.6,403,136.6,165.9,142.4
244921_s_at,62.4,108.7,198.9,54.6,98.9,74.3,70.6,45.6,70,81.7,129.8,83.3
244922_s_at,4.4,77.1,36.7,129.1,54.4,15,34.9,113.5,16.9,80.1,41,129.6
244923_s_at,67,102.4,141.2,14.4,63.3,110.8,122.8,63.7,117.6,66.2,30.5,89.1
244924_at,101.7,30.9,15.3,48.1,8,24.3,65.4,100.4,33.6,17.9,118.5,65.4
244925_at,43.6,84.7,72.3,49,12.7,29.5,83.2,48.7,38.8,88.8,63.3,149.9
244926_s_at,6.2,50,11.8,5.7,5.9,12.3,16.8,6.1,14.9,10.7,9.7,7.1
244927_at,21.8,61.8,101.3,80.7,35.3,20.6,100,56.4,27.8,8.2,120.1,133
244928_s_at,74.6,53.3,347.5,46.9,150.9,108.1,71.1,97.3,253.8,107.1,73.5,96.8
244929_at,198.2,201.6,192.8,411.6,241.3,131,250.4,250.4,326.6,295,196.3,258.5
244930_at,19.3,7.6,7.1,28.8,8.2,10.2,7.2,75.5,55.3,47.5,12.3,15.4
244931_at,12,6.5,16.9,41.2,11.6,27.4,34.7,56.6,15.1,48.3,30.5,5.1
244932_at,3609.7,3841.6,2708.6,2756.5,2818,2655.3,3372.4,3816.2,3540.7,2959.9,2092,1125.3
244933_at,1095.6,1087.6,787.8,1008.4,1191.4,512.1,877.2,1456.8,685,862.9,883.8,737.5
244934_at,1216.2,1123.7,634.9,1282.8,1166.7,885.6,1019.1,1276.1,902.3,1042.4,570.4,757.8
244935_at,28096.9,29252.5,30544.8,25598.9,27461.7,25507.7,27571.9,31117.7,35950,22452.6,20113.3,22360.8
244936_at,6983.5,6789.1,4857,5676.4,4704.3,5602.8,6716.8,6833.2,6634.2,5233.8,3741.4,4909.3
244937_at,688.9,785.9,483.3,526.5,603.3,639.1,730,712.3,888.1,431.5,567.9,386.7
244938_at,576.4,548.6,291.4,302.7,521,367.2,534.3,270,609.9,353.9,255.6,386.3
244939_at,1274,1274.3,1444.4,1397.2,1391.9,1279.6,1630.9,1215,1957.3,931.9,1363.3,1756.6
244940_at,7888,6967.4,5066.1,7517.5,7392.2,4623.6,6061.7,6734.2,8110.7,5928.7,6733.9,5054
244941_at,9.5,98.4,74.7,83.1,75.9,105.6,44.8,98.8,188,77.1,110.7,59.6
244942_at,32.2,31.8,10,7.9,9.2,28,47.6,16.6,20.2,14,5.7,52.1
244943_at,117.4,106.7,118.4,163.4,132.8,138.7,105.4,125.3,112,145.1,161.3,158.1
244944_s_at,228,283.9,199.2,245.2,254.7,94.3,192.4,195.4,119.5,309.5,259.2,151.5
244945_at,10.9,94.5,118.8,7.5,24.3,92.7,30.9,113.6,19,84.6,149.4,108
244946_at,9,5.2,8.9,14,14,59.2,15.6,34.7,30.5,5.7,53,19.3
244947_at,10.5,24,69.7,73,7.1,6,3.4,4,86.8,2.4,24.8,73.5
244948_at,45.4,5.8,9.8,7.4,15.8,11.1,4.4,35.9,11.1,8.6,9.3,6.6
244949_at,4.9,14,5.8,40.8,71.2,15.9,5,8.6,28,5,7.4,23.8
244950_at,76.4,98.7,213.3,222.3,250.1,188.1,139.8,115.6,96.2,176.5,219,260.9
244951_s_at,183.8,213.2,246.4,245,256,169.8,307.2,231,309.7,309.9,209.5,338.6
244952_at,5.7,11.2,4.6,74.8,4.7,16,23.9,14.1,28.6,24.8,36.1,88.5
244953_s_at,17,105.8,36.1,80.8,63.8,12.5,67.2,75.4,89.6,22.9,120.1,78.3
244954_s_at,4,4,6.4,45.6,1.8,2.9,2.2,1.9,7.8,1.9,3.4,5.2
244955_at,22.7,3.4,106.5,9.6,3.9,7.4,51.3,105,9,14.9,4.7,13.1
244956_s_at,21.2,7.8,67.9,2.5,41.9,20.6,92.9,59.1,19.4,37.2,57.7,102
244957_at,6.5,14.8,10.3,7.9,13,7.8,6.3,14.1,25.7,5.9,11.5,67.1
244958_at,81.1,8.1,35.6,18.3,10.3,13.5,6.8,38.6,58.3,30.2,9.5,20.5
244959_s_at,124.4,260.2,296.1,277,305.4,179.8,233.1,251.6,142.2,333.1,258.3,366.9
244960_at,7150.2,10511.7,6752.2,9267.7,11068.4,10599.2,7944.8,11329.6,10190.9,7561.4,8039.9,7114.5
244961_at,10475.6,9721.4,9224.5,17177.9,15888.8,8628,9450.6,10873,8807.1,12060.6,13307.7,12756.4
244962_at,11332,11060.4,11669.5,8434.1,8998.9,9481.6,9838.4,10315,12370.1,7234.9,7103.4,7847.1
244963_at,16827.9,17114.8,11256.2,11898,12206.8,10536.5,13365.8,14299.7,12822.5,10895.9,10768.7,9148.1
244964_at,13718.7,9051.1,9261.4,9558.2,7898.7,8003.7,11886.4,10235.5,8991.3,7098.6,7311.1,5532.3
244965_at,1082.2,1248.8,1600.7,1127.5,1321.9,1249.7,1048.2,1209.1,1148.1,950.7,868.5,1088.5
244966_at,642,737.8,585.3,319.7,486.2,600.6,551.9,695,397.8,658.7,299.1,574.9
244967_at,9654.1,10565.7,15621,9210.6,10284.9,16515.9,13195.3,12001.3,22034.1,9246.6,8617.7,7757.3
244968_at,19697.1,15915.1,11536,13259.1,11396.8,5031,18607.3,20381.2,14841.1,12376.3,9361,6737.4
244969_at,5800.9,4283.7,8773.7,4099.8,4988.6,6943.1,5187.5,7782.4,5616.3,2863.4,2669.8,2305.3
244970_at,473.7,400.7,494.9,247.9,284.6,444.8,316.8,279.2,220.5,261.9,297.3,374.4
244971_at,16622.1,14153.5,11566.4,13810.2,13560.3,12452.4,14157.8,15683.9,8137.8,12214.8,10774.4,10892.5
244972_at,7590,11369.4,10464.3,13367.9,9550.1,6505.6,11015.6,10148.5,10118.5,7996.8,7146.3,6426.2
244973_at,2150.6,2089.5,1904.5,2029.7,1980.2,1515.1,1935.1,2969.6,2518.9,1360.8,1285.3,1781.3
244974_at,1661.8,1696.7,783.5,969.4,1462.6,1225.9,1164.9,1443.8,1532.3,850.5,760.9,553.4
244975_at,13066.1,11114,11415.9,9010.6,9423.6,9457.7,11602.8,13040.9,14353.7,8120.9,7015.4,9577.1
244976_at,38885.8,35683.6,47575.5,34051.8,36186.4,41203.9,36060.2,41338,56952.8,26723.5,35034.9,42416.3
244977_at,303.3,582.7,336.1,182,277.8,329.1,487.2,287.4,397.6,241.9,219.3,431.9
244978_at,5695.2,3171.1,5630.6,6036.9,8071.1,4755.8,5677.4,7026.5,4651.1,6015,5316.3,4421.4
244979_at,7394.2,6683,5969.9,5788.3,6552.7,7245.8,6182.9,6237.9,6339.3,5898,5752.1,4875.6
244980_at,6471.8,3679.1,3747.1,5196.1,6315,6116.6,5473.5,5386.6,3243.9,5027.8,5924,2119.8
244981_at,2616,1913.7,2125.2,1974.8,1698.6,2347.2,2010.7,2225.3,1704.2,1668,1973.3,2178.5
244982_at,1488.4,1261.2,2222.4,1404.2,1500.3,2434,1059.1,2033.4,2343,2213.5,1983.9,1238.9
244983_at,3730.4,4581,3322,3156.1,3860.6,3360.4,3916,3453.3,3767.9,3609.6,3038.3,2520
244984_at,10214.5,9911.3,6888,10737.8,11919.1,10227.5,9159.8,11354.6,9962.9,9777.5,8491.1,8197.9
244985_at,9312.6,10245.9,6157.9,9354.1,11655.9,9715.8,8980.6,9769.7,8467.7,10535.3,8772.3,4891.7
244986_at,8652.4,9934.4,8606.3,8872.2,10317.5,9438.8,10058,10583.1,6769.9,8468.4,7688.6,4341.1
244987_s_at,33236.7,31701.2,36389.3,27167.8,31470.1,28895.8,35749,30933.2,43230,26053.2,27058.4,27226.7
244988_s_at,24261.8,23597.7,18286,20139.9,20362.2,24099.7,21503.4,24597.2,26735.7,17271.4,17111.4,20574.6
244989_s_at,202.8,290.9,259,106,162.7,230.6,237.5,140.5,106.1,97.4,166.6,148.7
244990_s_at,130.6,100.1,95.4,57.2,123,12.2,133.8,100.9,152.3,46.5,74.6,72.9
244991_s_at,386.2,236.1,241.6,131.9,163.7,200.2,288.3,256.9,247.5,186.2,195.9,237.3
244992_s_at,13915.2,20656.9,11973.6,19154.1,20894.1,13467.5,17980.2,16735.5,9747.4,14372.8,14390.2,11758.8
244993_s_at,3289.3,2612.6,3654,3048.8,2731.3,2278.6,3294.1,3496.2,3712.1,3416.6,1968,2533.8
244994_at,64.5,10.3,99.3,26.1,27.6,90.6,69.1,42.3,55.4,32.3,118.5,92.2
244995_at,785.8,816.6,439.2,512.8,502.5,627.2,643.4,783.8,572.1,598.6,331.3,401.6
244996_at,3567.5,3050.8,2425.4,2246.4,2823.6,1452,2751.6,3289.8,3024.7,2463.5,2011.2,2007.9
244997_at,613.7,715.4,488.7,470.6,538.6,722.3,628.7,627.9,883.3,576.1,612.2,656.1
244998_at,2115.6,2249.7,2970.1,2200.4,1716.6,2475.9,2470.7,2505.4,2870.3,2288.4,1709,2113.3
244999_at,509.5,565,133.5,175.9,178.1,346.8,388.1,299.5,358.2,203.9,210.8,214.2
245000_at,319.6,267.2,275.3,255.1,245.3,240.5,261.1,349.2,114,307,226.3,228.7
245001_at,29339.9,23341.9,40270.7,30026.8,35817.6,25912.1,22723.4,32423.2,57488.9,28913.7,15807.1,23366.4
245002_at,7483.7,7579,8649.1,7733.2,7320.5,7186.7,6939.9,7942.8,8062.7,5332.3,4887.6,5907.8
245003_at,15535.6,15028.3,12393.3,13256.1,13180.6,11071.7,12285,14149,13003,11465.5,10113.5,8028.2
245004_at,7559.6,9381.3,7234.4,8929.6,9722.3,9222.8,7344.3,9487.6,6963.5,7557.4,4955.8,6790.3
245005_at,563.5,840,525.8,224,302,537.9,543.7,523.5,142.2,379.8,398.1,367
245006_at,24063,28469.7,28620,22230,25242.9,21819.3,23042.4,22993.8,29279.9,19178.6,20260.8,24019.8
245007_at,11738.9,11760.6,10858.5,9866.3,12410.6,10680.8,12062,11447,12829.9,7998.3,8054.8,8854.5
245008_at,962.7,1031.2,1004.1,635.6,616.6,1043.2,659,1000.2,312.8,784.8,610.8,1033.6
245009_at,16015.3,15900.7,13423,16025.1,15455.2,12902.5,14014.2,13931.6,13872.8,13343,14953.8,12473.3
245010_at,2643,2979.9,2155.1,2003.6,1827.5,2242.5,2356.6,2085,2577.9,1782.4,1383.6,1998.1
245011_at,1769.1,2149.2,1677.5,1299.2,1393.8,1317.3,1784.1,1658.9,1929.1,1297.9,1090.6,1401.6
245012_at,8304.5,7834.3,12546.5,9155.4,7997.2,10609.9,8037.6,9595.3,12902.9,6572.8,4992.1,9666.2
245013_at,51730.1,49906.4,55186.8,46567,54163.7,48945.8,54527.2,53317.9,65044.3,41032.7,43461.3,48747.6
245014_at,68160.5,65212.4,71812.3,61110,62073.7,72609.9,65935.7,64262,95820.5,47136.2,59542.7,59347.7
245015_at,6290.4,7332,7738.6,5909.5,5906.4,6264,7562.5,5913.8,6761.9,4218.6,4905.7,4610.5
245016_at,2689.7,3052.9,1656,2483.9,2613.7,3007.4,2521.8,2269.5,2569,2035.5,2103.1,2605.1
245017_at,5878.7,6129.1,7457,6405.7,6651.9,4603.4,5760.9,6519.9,6964.2,4877.6,4596.5,5200.1
245018_at,7748,8259.1,6700.3,8304,7955.9,5478.8,7738.3,9045.2,7227.5,6683.6,5537.9,5829.5
245019_at,18953.9,20614.7,14919.2,18662.3,19743.7,13390.3,20820.2,21092.1,15847.7,14947,13045.8,9539.1
245020_at,19583.4,20972.9,23710.9,20682.1,19802,18704.8,23060.9,24291,26183.5,15019.6,11025.3,17447.2
245021_at,6275.6,8096.4,3146.3,6695.4,6029.7,4465.2,4990.5,7003.2,3794.2,4198,3518.7,3243.9
245022_at,1716.8,2893.3,3225.7,1853.9,1880,2095,2184.8,2499.4,1915.7,1605,2138.2,2677.4
245023_at,9425.1,9931.5,17761.3,9832.4,11550.7,13350.8,10033.8,11049.3,20865.6,8015.5,6833.3,13131.3
245024_at,27027.3,30065.3,23566.1,25487.5,27855.8,31931.2,25383.9,25580.7,38365,20150.3,16152.2,25088.8
245025_at,7194.2,8055.6,6986.2,6517.4,6942.6,7144.1,6627.4,7164.6,10474.2,5942.7,3975.1,6220.3
245026_at,8643.6,9675.4,6543.2,7050.6,8112.8,6608.8,8643.4,7827.3,7729.5,6980.8,5759.7,4818
245027_at,215.9,344.6,199,199.9,114.5,113.5,262.7,195.8,349.1,170.9,246.9,158.3
245028_at,214.6,586.8,132.6,584.6,436.7,609.3,378.6,401.9,346.9,347.9,479,625
245029_at,681.1,520,410.1,261.3,283.8,421.3,559,390.3,337.9,142.6,191.9,173.9
245030_at,2.9,28,4.6,4.4,4.4,5.9,2.2,3.5,8.5,2.2,41.8,61.4
245031_at,95.8,156.7,71.8,26.5,44.5,91.5,51.1,59.4,29.1,96.8,62.7,134.7
245032_at,139.3,10.5,76.1,67.9,8.5,27.4,52.5,7.2,68.5,31.2,99.1,60.7
245033_at,17.9,7.4,15.5,35.5,55.1,121.8,70.5,34.3,16.7,69.1,48,98.5
245034_at,107.6,57.9,118.4,115.4,64.7,109.4,107.2,26.3,89.3,99.1,24.1,29.4
245035_at,237.1,137.3,324.7,2848.8,2228.3,2333.9,707.6,721.1,426.4,12031.2,9845.6,8832
245036_at,14.2,107.7,27.5,1.6,2.8,7.7,7.6,32.7,9.7,24.2,82.7,7.4
245037_at,12.1,6.7,149.2,37.8,7.3,7.3,71,27.4,6.7,4,82.1,84
245038_at,321.1,406.3,299.1,673.5,710,778.7,740.9,820.2,1214,532,907,979.5
245039_at,466,549.6,556.5,753.5,764.8,673.5,471.1,511.8,500.8,843.4,821.6,763.7
245040_at,19.2,18.4,64.6,4.9,46.2,74.6,16.8,6.6,96.6,51.5,63.8,57.3
245041_at,1727,1546.1,1489.7,775.1,745.4,1585.8,1120.6,1457.5,896.4,564.7,570,714.8
245042_at,941.4,979.3,963.1,577.7,644.1,424.6,712.7,702.1,738.8,606.2,479.6,545.8
245043_at,301.6,450.8,571.9,498.9,550.3,230.9,392.9,470.9,327.4,572.8,295.5,359.7
245044_at,25955.4,27289.2,25207.5,23844.5,23392,24582.9,24251,25532.8,34183.3,21062.4,18073.2,22846.1
245045_at,706.7,468.1,298.2,877.6,878.8,721.4,408.1,480.6,519.6,912.4,876.2,856.3
245046_at,860.4,987.5,942.7,855.7,822.5,795.6,737.7,984,865.8,1062.7,788.6,933.4
245047_at,16043.3,23525.3,17626.5,25909.4,21876.3,19555.1,20578.9,19277.4,24153.1,17187,19205.1,16453.8
245048_at,7547.5,9274.7,12050.6,6188.4,9048.6,10178.1,6954.4,8604.6,10177.3,8203.6,6140.2,6775.2
245049_at,738.3,985.9,508.1,1961.1,1774.3,1023.6,809.3,745.7,545.1,763,1434.1,1237.4
245050_at,27091.8,28154.9,25318.4,21979.6,26242.4,24275.6,29852.1,29089.4,33311.5,19404.5,18810.6,23137.5
245051_at,381.6,534.6,243.1,605.2,603.1,772.7,341.1,420.2,470.9,579.7,595.5,925.8
245052_at,498.9,516.1,505.8,2299.9,2151.6,1634,1395.9,1122.4,895.1,2630.3,2904.2,2736.4
245053_at,83.5,19.2,63.5,6.4,18.2,8.7,57.8,77.4,15.4,11.7,29.8,11.4
245054_at,171.3,251,170.5,226.4,189.4,87.5,214.6,171.7,27.5,163.9,272.4,199.7
245055_at,62.8,94.7,69.4,128.2,146.5,75.3,139,138.5,86.3,180.1,111.5,75.3
245056_at,111.2,109.3,67.4,108,107.7,115.4,108.4,32.2,28.4,124.9,155.1,182.5
245057_at,6.8,34.5,13.4,3.9,13.4,15.5,14.8,11.3,13.9,6.5,15.6,38.8
245058_at,13.4,9.4,16.3,2.2,3.6,6.8,15.1,6.7,9.4,3.1,3.3,4.5
245059_at,296.8,319.8,485.2,456.4,410.7,530.8,505.3,425.9,562.6,529,411,525.3
245060_at,3173.1,3018.7,4902.8,4395.3,4463.7,6983.7,2681.6,2485,4489,3788.9,3473,4987.5
245061_at,52154.2,49782.6,67339.4,44746.9,42469.2,69696.1,47871.5,49217.4,72489.4,37542.1,42706.2,50923.7
245062_at,555.6,542.3,626.6,748.6,672.3,677.9,651.6,620.6,547,644,687.7,592.9
245063_at,109.4,138.1,59.6,240.2,220.5,301.2,206.7,207.8,204.1,346.2,185.1,199.9
245064_at,150.9,101.2,11.9,170.9,155.3,120.9,189.8,94.4,137.6,122.3,196,214.8
245065_at,823.4,1082,834.6,651,661.1,742.1,810.5,961.6,914.8,554,541.2,580.3
245066_at,545,463.7,634.7,574.9,448.8,555.6,575.7,635.1,643.3,680.3,642.9,920.1
245067_at,1549.5,1543.7,2276.1,2783,2380.3,1898.2,1888.6,1911.9,1827.4,2288.4,2350.3,2737
245068_at,15.8,4.2,10.2,42.6,6.7,7.5,16.2,15.3,12.2,6.1,8.3,11.2
245069_at,9.6,76.4,31.4,41.3,2.1,7.4,4.9,2.6,20.5,49.8,3,51.6
245070_at,9.1,13.2,149.9,9.3,5.4,8.8,7.3,6.4,32.9,6.3,15.7,59.7
245071_at,18.8,10,59.1,62,11,64.3,12.1,6.2,29.8,5.8,52.8,16
245072_s_at,12.5,8.5,106.2,14,23.3,85.8,69.6,12.6,11.2,2.7,5.9,34.3
245073_at,29.3,10.7,104.2,32.6,3.6,28.7,10.5,70.3,42.7,10.7,50.4,62.8
245074_at,238.7,302.8,255,363.3,362.9,388.8,404.1,462.3,430.2,368.1,364.1,516.9
245075_at,340.8,317.2,326.9,244.5,244.5,389.9,331.9,307.2,246.4,219,219.3,251.5
245076_at,404.8,347.4,165.6,310.2,188.8,358,274.8,322.9,255.1,342.8,170.6,395.7
245077_at,25.7,15.9,29.5,66.1,24.3,39.6,29.7,48.8,192.4,37.8,4.8,64.2
245078_at,297.5,154.8,221.1,226.8,271.5,212,267.5,332.4,408.4,291.8,239.9,374.5
245079_at,97.5,15.8,41.3,36.5,6.1,12.3,102.7,107.5,25.4,88.7,10.6,8.8
245080_at,120.5,14.9,67.7,51.8,48.6,84.3,18.1,10,26.4,48.6,17.2,87
245081_at,8.6,40.1,132.6,69,11.7,23.5,65.3,101.1,42.4,85.7,101.9,114.8
245082_at,5.4,14.7,190,33.5,12.1,9.9,5.1,4.7,14.4,39.5,15,10.7
245083_at,434.8,332.8,733.6,746.1,654.1,864.2,434.2,595.6,715,524.4,684.9,1078.2
245084_at,90.5,142.6,47.9,78,57.8,84.5,43.5,106,132.6,92.4,45,82.8
245085_at,2737.1,2985.3,2985.2,2668.6,2922.4,2084.5,3271,3156,2715.1,3276.1,2454,2028.5
245086_at,40.8,112.6,76.3,9.4,29.3,9,58.4,21.1,30.1,16.6,44.5,7.3
245087_at,86.8,11.1,144.4,159.1,168.8,156,78,18.5,144.3,131.1,191.3,259.4
245088_at,1194.1,1155.4,1077.2,842.3,844.8,614.3,1105.6,1102.3,1068.5,771.1,938.1,826.2
245089_at,204.1,200,134.6,210.1,196.4,108.4,149,177.1,189.2,203.1,237.5,197.3
245090_at,10.2,182,123.2,179.7,169.4,127,221.4,121.2,211.7,174.8,263.5,403.1
245091_at,32.5,43.4,22.3,47,7.1,9.9,137.8,50.4,34.1,7.3,99.1,29.5
245092_at,430.2,407.4,346,503.8,715.8,547.6,243,541.9,695.6,788.3,812.8,780.7
245093_at,80,262.1,321.1,209.2,192.9,59.5,259.6,239.5,306,145.9,72.6,182.4
245094_at,5093.9,4542.5,5099.8,3041.6,2873.4,1110.4,4189.5,4402.1,4639,2199.6,1816.4,1998
245095_at,57.9,253.1,20.7,60.5,63.4,134.7,95.1,36.1,10.9,82.7,68.9,109.4
245096_at,2100.3,3308.8,2790.8,4151.7,2444.5,2435.4,2552.5,3644.7,1957.3,2168.7,2005.9,2280.1
245097_at,296.2,308.4,284.6,235.7,166.7,294.7,243.2,317.9,329.8,192.2,269.3,198.6
245098_at,592.6,639.5,909.8,518.5,616.2,676,917.6,556.5,662,601.5,655.2,781.5
245099_at,843.4,797.9,671.4,1524.5,1597.4,1484.2,1004.5,783,712.9,1505.1,1607.2,1589.3
245100_at,278.2,371.7,260.4,388.1,423.5,262.4,377.8,356.2,338.2,325.1,322.9,278.8
245101_at,1224.4,1287.4,963,1185.9,1252.1,1943.4,1225.8,1086.3,1468.6,1178.1,1369.8,1039.6
245102_at,10.1,48.9,24.3,55,7.4,5.6,8.1,13.9,23.5,16.4,22.6,10.1
245103_at,4.9,47.9,46.6,25.8,3.1,6.8,11.4,75.6,26.1,6.2,8,83.4
245104_at,235.5,347.5,231.2,348.9,361.5,274.3,191.1,298.2,390.1,410.9,443,300
245105_at,92.1,9.6,49.8,35,3.5,15.3,12.8,7,17.4,27.5,44.7,118.7
245106_at,275.2,322.6,332.2,302.1,364.9,325.6,212.3,186.6,188.9,300.5,261.9,291.5
245107_at,13.1,63.9,9.5,5.3,30,16.7,6.8,4.3,19.3,6.4,27.6,8
245108_at,6.9,24,12.2,93.1,5.5,7,14.4,30.7,9.8,7.9,53.2,48.5
245109_at,125.4,225,234.3,145.6,175.5,144.7,122.6,234.8,47.4,192.4,202.1,181.7
245110_at,9.1,52.2,15.5,16.1,12.4,47.2,92.9,30.1,10.8,11.9,19.1,79.9
245111_at,3.2,3.8,6.7,2.9,8.1,17.6,8.4,3.8,11.4,2.7,12.1,11.3
245112_at,344,364.7,314,247.5,225.3,271.3,587.2,425.2,441.7,206.7,176.5,271
245113_at,33.1,109.3,12,13.1,5.2,13.3,99.6,22.2,87.6,47.8,13.6,12.5
245114_at,823.4,641.1,707.4,837.6,1041.9,1034.5,730.8,863,945.4,774.4,1005.3,833.2
245115_at,4572.8,3764.4,4303.2,4644.1,4023.5,4182.7,4010,4113.8,3893.7,3199.5,3364.7,4172.3
245116_at,706.5,684.7,707.4,694.2,582.2,530.8,691,643.3,700.5,561.6,471.8,436
245117_at,1702.1,1719,1581.7,568.6,540.3,819.2,1620.3,1302.3,1921.9,461.4,439.9,573.3
245118_at,2332,2236,1460.2,1919.6,2171,1579.3,2258.5,2464.1,2217.8,2101.8,1649,1418.1
245119_at,189.3,277.9,202.5,155.8,133.3,348.7,145.5,193.5,175.9,147.6,149.6,184.3
245120_at,283.7,375.2,392.6,403.4,372.3,468.4,376.3,411.2,205.5,342,435.8,414.2
245121_at,5908.3,5432.5,6021.7,5631.5,6087,6353.7,6260.4,6207.9,6948.1,6530,5238.5,6184.4
245122_at,436.2,497,517.3,503.3,563.6,639.8,531.9,405.6,588.1,511.9,665,727.8
245123_at,5268.3,3641,5660.9,2190.7,2289.6,2474.7,3919.3,4562.4,5188.8,2521.1,1459.9,2648.9
245124_at,1506.7,1176.1,1775.4,1170.6,1197.7,1286.6,1341.1,1467.8,1394.7,1176.9,1400.5,1589.5
245125_at,31.5,5.7,138.6,8.8,5.7,60.9,27.4,4.9,19.6,3.3,35.7,11.8
245126_at,14.4,38.2,96.3,69.2,71.7,47.6,35.1,71.2,73.7,52.2,117.8,76.6
245127_at,1503.3,1343,1667.7,1606.6,1589.3,1408.8,921.6,1311.3,1441.8,877.8,1351.9,1227.3
245128_at,54.3,7.9,23.4,49.3,13.1,73.1,12.5,59.6,38.1,32.4,82.8,26.3
245129_at,65.1,93.3,10,9.4,12.1,27.3,14.6,48.3,9.6,69.8,46.3,21.3
245130_at,342.3,351,341.1,558.3,440,618.6,246,406,249.5,358.9,376.4,390.5
245131_s_at,411,262.1,325.1,641.5,509.2,436.6,421.7,274.5,417.9,508.6,422.9,488
245132_at,180.4,279,142.6,237.6,189.4,145.1,204.2,306.8,222.5,250.7,261.3,184.4
245133_at,195.5,99.4,254.8,102.5,125.8,157,103.3,166.5,218.4,137.7,223.6,163.1
245134_s_at,581,531.6,526.8,370.2,456.5,371.4,432.9,585.5,435.1,401.4,260.7,317.7
245135_at,8.8,51.6,107.7,28,5.2,55.6,11.4,13.5,32.7,4.6,39.7,13
245136_at,57.9,11.9,27.5,281,187.6,263.2,81.5,7.1,40.3,275.2,446.5,313.1
245137_at,95.2,137.8,25.3,260.2,254.3,138.5,127.1,164.4,17,120,120.3,188.4
245138_at,673.2,660.6,798.5,447.1,613.7,645.8,650.2,657.7,845.4,453.9,502.7,415.8
245139_at,44.7,19.9,71.1,57.3,32.2,92.5,40.8,48,37.9,36.1,61.1,75.1
245140_at,32.3,98.5,77.5,14.2,62.5,66.6,40.5,61.5,8.6,20,13.3,33.7
245141_at,224.6,145.1,40,76.3,54.7,142,33.9,107.9,330.4,60,35.4,16.2
245142_at,526.1,541.5,426.7,410,476.9,392.1,431.4,423.1,294,366.7,323.1,299.7
245143_at,252.9,205.9,194.2,115.5,134.9,210.6,101.6,247,259.1,99.4,90.9,256.1
245144_at,1209.2,1119.5,1296.6,1350,1305.9,940.5,1272.2,1220.1,1579.6,1591.7,1209.5,1644.8
245145_at,409.8,481.2,530.8,503.8,637.5,578.6,405.4,528.4,603.5,584.4,548.7,713.9
245146_at,467.7,350.5,382.9,475.6,472.2,311.2,500.9,500.2,455.4,482.8,343.6,316.8
245147_at,110,59.4,72.9,109,149.7,93.6,114.8,15.7,95.2,118.5,185.5,104.1
245148_at,7.4,9,46.9,1374.1,1264.4,1866.9,91.6,12.9,29.2,2792.3,3932.5,2988.8
245149_at,20.7,109.4,18.2,64.8,78.5,86.7,136.3,98.1,27.1,109.5,125.9,14
245150_at,1873.2,1514,1907,1325.3,1281.4,1130.9,2083.2,1806.8,2079.5,1194.8,1035.4,1191.8
245151_at,52.9,104.8,85.7,56.7,55.9,193.7,42,98.4,213.4,53,42.8,110.4
245152_at,426.4,380.2,381.8,940,1085.5,948.6,595.7,576.8,793.4,1135.6,1014.5,1191.5
245153_at,7.3,18,6.3,2.3,10.5,8.8,4.2,5.2,25.2,16.2,12,11.3
245154_at,27.8,9.7,58.8,50.9,4.1,13.7,15.9,18.5,164,7.6,16.7,7.1
